ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0050657,nucleic acid transport,162,0.41688817901774,1.60535923760882,0.0029393047630416,0.14168367490599,0.123835992545468,3073,"tags=30%, list=17%, signal=25%",ENSG00000169062/ENSG00000112110/ENSG00000114503/ENSG00000198576/ENSG00000132661/ENSG00000163950/ENSG00000058804/ENSG00000113569/ENSG00000120253/ENSG00000115875/ENSG00000065978/ENSG00000087302/ENSG00000100632/ENSG00000163513/ENSG00000183684/ENSG00000136937/ENSG00000060237/ENSG00000165271/ENSG00000121774/ENSG00000157106/ENSG00000091542/ENSG00000151247/ENSG00000138385/ENSG00000108424/ENSG00000037474/ENSG00000005007/ENSG00000102900/ENSG00000124789/ENSG00000100227/ENSG00000139496/ENSG00000215817/ENSG00000111581/ENSG00000102898/ENSG00000136450/ENSG00000272391/ENSG00000132341/ENSG00000085415/ENSG00000183486/ENSG00000225859/ENSG00000095319/ENSG00000281994/ENSG00000138095/ENSG00000163002/ENSG00000082898/ENSG00000196313/ENSG00000072858/ENSG00000109832/ENSG00000030066/ENSG00000126226,0.431707695803346
GO:0050658,RNA transport,162,0.41688817901774,1.60535923760882,0.0029393047630416,0.14168367490599,0.123835992545468,3073,"tags=30%, list=17%, signal=25%",ENSG00000169062/ENSG00000112110/ENSG00000114503/ENSG00000198576/ENSG00000132661/ENSG00000163950/ENSG00000058804/ENSG00000113569/ENSG00000120253/ENSG00000115875/ENSG00000065978/ENSG00000087302/ENSG00000100632/ENSG00000163513/ENSG00000183684/ENSG00000136937/ENSG00000060237/ENSG00000165271/ENSG00000121774/ENSG00000157106/ENSG00000091542/ENSG00000151247/ENSG00000138385/ENSG00000108424/ENSG00000037474/ENSG00000005007/ENSG00000102900/ENSG00000124789/ENSG00000100227/ENSG00000139496/ENSG00000215817/ENSG00000111581/ENSG00000102898/ENSG00000136450/ENSG00000272391/ENSG00000132341/ENSG00000085415/ENSG00000183486/ENSG00000225859/ENSG00000095319/ENSG00000281994/ENSG00000138095/ENSG00000163002/ENSG00000082898/ENSG00000196313/ENSG00000072858/ENSG00000109832/ENSG00000030066/ENSG00000126226,0.431707695803346
GO:0072498,embryonic skeletal joint development,6,-0.824732677555035,-1.60387310251519,0.0147189544327988,0.263234634348894,0.230075357930744,694,"tags=50%, list=4%, signal=48%",ENSG00000139219/ENSG00000168036/ENSG00000197496,0.380730400722792
GO:0007595,lactation,28,0.571909249101976,1.60339938548265,0.0128729378535965,0.245544619577069,0.214613728079129,2,"tags=4%, list=0%, signal=4%",ENSG00000230456,0.380730400722792
GO:0032801,receptor catabolic process,27,-0.580049507372205,-1.60327382399807,0.0247949230990498,0.331237510428315,0.289512012582942,1055,"tags=26%, list=6%, signal=24%",ENSG00000069869/ENSG00000198382/ENSG00000126581/ENSG00000109762/ENSG00000182718/ENSG00000089177/ENSG00000163840,0.352487857583619
GO:0032369,negative regulation of lipid transport,23,-0.58548539897208,-1.60265543601347,0.0207584437325744,0.304779536471292,0.26638691035868,5123,"tags=52%, list=29%, signal=37%",ENSG00000169427/ENSG00000214253/ENSG00000100906/ENSG00000100300/ENSG00000107331/ENSG00000131408/ENSG00000164690/ENSG00000025434/ENSG00000138448/ENSG00000153246/ENSG00000105221/ENSG00000259207,0.352487857583619
GO:0099638,endosome to plasma membrane protein transport,17,-0.6358997626001,-1.6019754075604,0.0265796498727601,0.33985054372391,0.297040074850489,5288,"tags=65%, list=30%, signal=45%",ENSG00000071553/ENSG00000274287/ENSG00000068400/ENSG00000069329/ENSG00000180900/ENSG00000103769/ENSG00000033122/ENSG00000164904/ENSG00000167461/ENSG00000006740/ENSG00000137642,0.352487857583619
GO:0046035,CMP metabolic process,7,-0.776913615056026,-1.60173354235889,0.0274449791024473,0.340840543133889,0.297905365503314,55,"tags=14%, list=0%, signal=14%",ENSG00000188641,0.352487857583619
GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,10,0.704989503008999,1.59848472966794,0.0341618663252984,0.367978330159987,0.321624645752745,971,"tags=40%, list=5%, signal=38%",ENSG00000166923/ENSG00000282046/ENSG00000276886/ENSG00000168621,0.321775918075361
GO:0086016,AV node cell action potential,8,-0.754427551730637,-1.59797468939135,0.0298721770475269,0.351069204539507,0.306845537604417,372,"tags=25%, list=2%, signal=24%",ENSG00000198626/ENSG00000165995,0.352487857583619
