Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,3969.52415087549,-0.0627958696515316,0.0454199144669637,-1.38256248142445,0.166799059801806,0.592353687095411
ENSG00000000005,84.3828618119753,-0.21952028981498,0.244880355363643,-0.896438954807118,0.370018369940198,0.77626849148417
ENSG00000000419,1419.77145221442,0.0540741044320334,0.0362515087363737,1.49163735019329,0.13579424113963,0.55249896458856
ENSG00000000457,721.238895781069,0.044682514549352,0.0380288895830033,1.17496237832099,0.240009767614856,0.677333960645599
ENSG00000000460,1077.53339131738,0.11714373667237,0.0466916509212409,2.50887973248079,0.0121114712604721,0.189673581887361
ENSG00000000971,57.0711652532831,-0.0131248286042941,0.251308385234548,-0.0522259875731747,0.958348626096518,0.990863007250182
ENSG00000001036,2082.44821724188,-0.0696562428524988,0.0762857701177813,-0.913096148140775,0.361191975996719,0.771667745414833
ENSG00000001084,1972.63716733382,-0.0713223540253951,0.0595192940030168,-1.198306452052,0.230797735706512,0.668919071160769
ENSG00000001167,2967.24019812466,0.154057734989526,0.073472170205191,2.09681753729716,0.036009730530339,0.322391811985404
ENSG00000001460,458.953388729099,-0.013130072976064,0.0731096291318452,-0.17959430422476,0.857471076547595,0.966927194952925
ENSG00000001461,901.06423145359,-0.085446561980083,0.0605692509036073,-1.41072509079015,0.158325689696022,0.582238490901772
ENSG00000001497,3261.48104711336,0.0262128373516829,0.0332874460721019,0.787469164648584,0.431007272262209,0.80990985223461
ENSG00000001561,460.837310201416,0.0907474617145408,0.074249591874783,1.22219475451906,0.221633987046905,0.658318404665001
ENSG00000001617,1737.87144268392,0.010012796246308,0.104687193647276,0.0956449007511304,0.923802603000147,0.982662842090679
ENSG00000001626,176.664912513163,-0.0153936522639039,0.0812077647209354,-0.189558871824672,0.849654818312095,0.965111335601931
ENSG00000001629,4341.79477260434,0.0152803219425333,0.0373645609414879,0.40895226807193,0.682574690223355,0.91057617870461
ENSG00000001630,6384.98609548037,0.149519458901368,0.0709269047178085,2.1080781615418,0.0350242291005315,0.317293940822548
