GeneID,GSM3528727,GSM3528728,GSM3528729,GSM3528730,GSM3528731,GSM3528732,GSM3528733,GSM3528734,GSM3528735,GSM3528736,GSM3528737,GSM3528738,GSM3528739,GSM3528740,GSM3528741,GSM3528742,GSM3528743,GSM3528744,GSM3528745,GSM3528746,GSM3528747,GSM3528748
ENSG00000182118,933,629,983,768,814,326,30,190,140,710,104,193,443,269,724,89,410,538,333,272,17,568
ENSG00000182132,176,375,162,246,145,92,127,40,72,184,76,109,68,1729,175,41,6,552,473,122,63,726
ENSG00000182134,2269,1832,2005,1763,2596,793,602,539,678,939,495,388,580,1112,917,582,502,716,444,767,571,513
ENSG00000182141,5468,3284,4361,3787,3097,2650,1935,1472,1375,2903,1396,1298,1634,3200,3302,2176,1258,1425,894,1953,1973,1421
ENSG00000182149,10043,7113,7766,9572,10235,3043,2514,2205,1721,4261,2018,2307,3224,7966,5652,3093,3457,5130,3419,4662,3892,3772
ENSG00000182150,8334,5730,6543,7490,6482,3566,1788,2171,1739,2875,1261,2214,2756,5187,6365,3526,3401,3049,2014,4054,3959,3042
ENSG00000182154,193,67,143,160,145,17,20,11,30,154,55,71,110,278,121,103,139,178,101,103,94,175
ENSG00000182156,3,1,1,0,0,0,1,3,0,0,1,1,0,0,1,0,2,0,0,4,0,0
ENSG00000182158,1024,656,1165,1007,1773,892,437,396,264,694,208,1905,792,1536,1858,1455,1086,848,640,1331,580,1028
ENSG00000182162,42,12,31,27,23,13,8,11,9,16,25,15,41,45,64,13,15,24,22,17,17,12
ENSG00000182165,130,179,134,381,308,64,140,36,48,151,74,123,112,414,265,97,122,344,256,237,165,201
ENSG00000182168,590,509,542,1260,2249,483,614,200,155,2094,198,237,175,347,1491,1564,522,311,209,1158,529,1336
ENSG00000182170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182173,450,167,329,368,243,96,44,73,71,203,69,83,183,306,173,103,180,167,153,120,99,145
ENSG00000182175,6165,3658,4222,7236,3076,434,271,589,746,717,229,1879,2863,16511,4256,809,1551,6479,4794,2913,1508,3138
ENSG00000182177,116,52,65,67,63,36,11,35,22,15,13,47,88,155,149,28,85,63,71,41,56,41
ENSG00000182179,76,35,32,72,32,39,8,16,47,88,10,111,54,346,282,244,165,188,94,880,142,284
ENSG00000182180,5182,2380,4214,4136,3023,1956,1161,962,1002,2774,991,1513,2279,4814,3528,1945,2752,2601,2020,2335,1784,2194
ENSG00000182183,93,79,85,68,67,83,27,100,56,32,23,68,65,92,148,60,29,43,34,61,41,46
ENSG00000182185,399,305,389,352,457,165,61,103,87,147,56,172,270,483,436,185,227,228,150,252,205,172
ENSG00000182187,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0
ENSG00000182195,395,323,303,430,255,111,214,60,135,341,53,312,222,506,546,395,278,335,200,400,187,249
ENSG00000182196,4387,1482,3039,3458,3851,1307,1049,839,649,3452,1578,1602,1961,2756,1880,1522,1158,1610,832,1283,923,1668
ENSG00000182197,3257,2301,2672,4074,1987,1352,1309,680,604,1253,494,828,1398,3849,2167,953,1509,2706,1453,1865,1188,1433
ENSG00000182199,3121,971,2448,1761,2197,748,420,340,509,1643,552,1590,2217,2248,1768,1327,2011,998,707,1443,451,1135
ENSG00000182208,393,238,366,397,348,120,117,69,109,207,113,154,216,472,338,262,219,336,201,295,215,284
ENSG00000182218,111,239,127,108,156,53,27,43,41,57,32,113,47,279,195,113,187,104,73,312,181,113
ENSG00000182220,4336,2737,2886,4456,2490,1328,1146,729,766,1503,535,1261,1752,6872,5024,1945,2638,7985,4803,2131,3229,3548
ENSG00000182223,12,10,3,13,12,4,3,3,3,1,5,5,7,12,13,9,1,7,6,0,12,10
ENSG00000182224,2371,1371,1850,1883,1484,1124,558,477,561,853,753,1354,1126,3963,2061,1563,1994,2183,1999,2404,1235,1540
ENSG00000182230,121,97,82,72,114,69,39,78,40,38,9,67,73,139,198,95,61,101,71,100,97,81
ENSG00000182240,389,100,415,306,130,225,33,121,71,701,118,556,102,1648,470,469,917,616,400,635,200,768
ENSG00000182247,1326,889,763,991,654,369,201,236,243,334,185,333,653,1054,1074,654,709,421,449,344,275,360
ENSG00000182253,2419,1030,1296,2809,747,1020,746,528,435,796,337,2639,815,9110,3930,1242,1899,10566,6680,6093,4493,8822
ENSG00000182255,89,44,52,170,40,35,5,23,1,422,17,8,44,1028,89,49,2,410,307,42,33,46
ENSG00000182256,715,741,822,663,308,213,93,139,159,191,28,358,99,898,665,614,549,1368,129,1034,1077,1673
ENSG00000182257,14,9,7,3,7,6,1,10,0,7,1,10,9,35,28,13,10,30,20,24,27,17
ENSG00000182261,2,1,1,0,1,0,1,3,0,0,0,0,2,2,5,4,1,0,1,1,3,1
ENSG00000182263,5507,5171,4896,6043,4616,2027,388,1420,1489,2084,722,799,1658,1408,3436,159,826,2627,341,1270,838,1253
ENSG00000182264,43,46,50,37,52,21,15,16,9,18,8,29,20,66,96,53,30,33,40,28,43,31
ENSG00000182271,0,0,0,3,0,0,0,5,0,1,0,4,4,3,4,3,2,2,0,6,7,0
ENSG00000182272,2497,1198,2045,2391,1446,384,252,344,475,692,300,364,717,1054,797,892,670,790,392,513,743,581
ENSG00000182287,9065,5319,7371,12237,11091,3837,3134,1632,2151,6983,2509,1990,2769,7010,5638,4163,1970,16399,15219,2580,4001,4712
ENSG00000182307,3194,1451,2518,2368,1787,1253,757,573,634,1390,564,1521,1899,4250,2985,1612,1982,2471,1302,2430,1157,1282
ENSG00000182308,133,81,109,80,99,103,36,65,36,56,12,46,62,79,109,67,56,56,35,90,58,49
ENSG00000182310,250,165,190,264,215,46,136,50,57,193,55,60,97,166,155,89,71,188,76,138,148,142
ENSG00000182315,0,0,1,0,0,0,0,0,0,0,8,1,1,0,2,0,0,0,0,28,0,0
ENSG00000182318,517,322,411,436,412,179,142,127,117,219,75,291,292,452,517,318,269,274,212,443,280,292
ENSG00000182324,287,135,164,169,140,74,47,88,70,51,24,92,100,155,201,248,143,83,55,131,97,101
ENSG00000182325,163,51,136,143,117,20,10,20,31,65,18,83,100,253,131,91,138,86,71,106,81,130
ENSG00000182326,214,245,142,190,219,78,112,53,46,62,34,217,135,380,345,178,138,1747,473,525,551,776
ENSG00000182327,36,9,20,44,35,2,7,0,12,10,8,10,17,33,33,13,13,68,29,11,37,15
ENSG00000182329,194,197,189,225,241,98,76,90,55,37,36,109,72,237,308,207,161,244,184,398,189,94
ENSG00000182330,0,0,1,0,0,1,0,2,0,0,1,0,1,1,7,1,1,0,1,10,1,0
ENSG00000182333,1,0,2,0,2,0,1,5,0,1,0,4,2,2,16,0,8,0,0,0,3,0
ENSG00000182334,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000182346,2,3,0,0,1,1,0,3,0,1,0,1,1,2,8,0,0,0,2,7,0,0
ENSG00000182348,388,436,280,151,25,60,22,87,50,8,14,20,36,20,163,50,8,8,11,31,16,61
ENSG00000182359,406,463,312,420,334,174,102,97,110,148,97,180,201,622,544,349,360,619,482,318,373,396
ENSG00000182362,594,363,555,550,515,272,201,142,150,258,189,141,261,482,374,287,281,249,153,237,157,168
ENSG00000182366,77,53,52,47,66,34,16,25,15,15,8,32,36,55,97,81,55,46,14,60,48,26
ENSG00000182372,310,195,157,159,82,117,69,50,48,130,31,119,149,648,291,148,98,466,182,292,82,191
ENSG00000182376,11,5,15,24,12,5,2,2,4,2,1,12,6,10,15,5,12,6,13,6,10,4
ENSG00000182378,1026,711,1305,1106,861,280,272,179,167,811,198,395,540,704,816,388,346,534,287,394,361,381
ENSG00000182379,142,150,180,90,175,14,7,30,71,7,7,32,90,5,154,51,12,12,8,103,10,18
ENSG00000182389,3983,4345,2918,2761,2925,1474,574,967,981,445,567,362,767,2544,2303,2233,1068,1905,1439,993,1089,1662
ENSG00000182393,0,2,2,0,0,2,1,2,4,1,2,0,0,0,4,1,0,0,0,0,3,2
ENSG00000182397,107,102,124,77,123,37,40,49,13,32,6,28,31,86,93,67,33,148,48,43,117,63
ENSG00000182400,8076,4869,5787,5743,4836,2515,1602,1451,1833,2179,2096,1241,2357,3270,4392,2637,1651,2302,1359,2807,2355,1858
ENSG00000182405,1261,974,949,823,881,519,256,330,397,397,278,408,651,1333,1434,876,623,787,533,758,579,621
ENSG00000182415,0,0,0,0,0,2,2,4,1,0,1,18,2,3,20,4,3,0,0,2,4,0
ENSG00000182446,4084,2130,3077,3341,2859,1117,1138,819,785,1990,605,1233,1427,3075,2235,1290,1553,1815,1436,2265,1315,1672
ENSG00000182447,40,6,88,22,3,23,3,7,3,3,12,10,9,7,53,7,6,2,0,1,1,16
ENSG00000182450,6,2,4,1,1,3,0,0,2,2,2,2,1,26,15,34,5,6,2,8,23,6
ENSG00000182459,2,2,0,1,3,1,1,0,1,11,1,4,6,0,2,2,1,1,1,0,4,1
ENSG00000182463,5786,5909,4175,4405,4803,1179,719,1048,1011,257,587,945,1507,2649,3340,2714,1112,2004,2358,1269,541,788
ENSG00000182472,12,17,11,8,11,4,3,3,3,1,3,8,7,6,30,18,10,8,6,10,8,9
ENSG00000182473,10095,5079,8457,10273,8058,2638,2288,1653,2130,4671,2056,2943,3197,9996,5618,3338,4751,6572,5038,4913,4276,4304
ENSG00000182481,23638,7908,21694,15909,16714,9208,5508,4556,3102,15337,4940,5579,7987,7465,9312,4403,4562,2149,1594,7534,2237,4429
ENSG00000182487,3,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,2,1
ENSG00000182489,10,9,21,10,12,4,4,3,1,0,2,6,0,24,13,0,237,9,10,22,19,10
ENSG00000182492,65,75,30,232,170,22,28,32,17,20,21,248,60,59,16,22,27,47,61,54,21,29
ENSG00000182504,12218,11944,12032,12067,10520,4737,2358,2726,2928,4479,2421,2273,3987,7356,8677,3753,3177,4171,3003,4009,4795,3341
ENSG00000182508,24,17,4,39,18,8,15,5,3,11,3,1,0,11,16,6,7,11,36,17,24,13
ENSG00000182511,7,2,8,6,5,3,4,5,1,16,2,5,7,3,13,10,3,2,0,2,2,3
ENSG00000182512,1764,699,1466,1589,1284,721,403,306,302,1135,295,609,939,1538,1274,894,1031,974,596,855,542,784
ENSG00000182518,1091,593,865,755,622,476,259,265,191,419,327,477,591,1259,1000,548,597,765,490,762,465,494
ENSG00000182521,4,1,5,8,2,1,4,4,1,0,0,4,6,4,21,8,6,8,3,4,2,2
ENSG00000182533,12,8,16,15,11,14,2,13,6,8,111,8,6,14,17,9,9,0,2,16,5,1
ENSG00000182534,7376,4363,5411,4815,4308,3175,3717,1759,1824,2729,1319,2912,3437,8613,6029,5536,3041,10097,6645,3923,3987,4635
ENSG00000182541,2903,1974,2032,2229,1704,728,883,472,566,749,499,366,801,1491,1191,704,564,1223,737,825,426,813
ENSG00000182544,252,124,221,236,178,100,84,36,74,207,64,168,130,658,302,173,244,308,239,325,261,313
ENSG00000182545,8,11,12,14,17,7,5,5,4,6,4,16,6,19,13,14,16,16,17,4,16,5
ENSG00000182551,2233,1013,2403,1891,1233,1501,1102,806,550,2809,984,1304,1181,2582,2410,1140,1584,2453,955,1413,1232,1340
ENSG00000182552,4208,1785,3576,3146,2211,2432,1162,998,1068,2266,1360,1717,2155,3966,4236,2574,2243,2933,1570,2924,1767,1774
ENSG00000182557,3,3,2,2,0,0,0,2,2,0,1,1,0,1,7,8,0,2,0,0,0,2
ENSG00000182566,1,1,2,0,2,0,0,3,1,0,0,0,2,2,4,16,2,2,0,0,1,0
ENSG00000182568,5724,5990,6985,6194,5684,1273,625,1442,1635,648,463,384,3149,5063,3571,1595,1554,1982,2393,1159,1574,380
ENSG00000182575,33,46,12,33,44,3,5,15,9,9,3,14,11,95,32,57,19,13,15,97,173,23
ENSG00000182578,40,35,23,34,35,18,8,17,7,12,0,34,23,53,49,49,36,21,23,46,34,25
ENSG00000182580,1018,869,505,1140,510,79,118,99,165,181,40,216,573,1245,648,83,214,445,356,299,261,484
ENSG00000182583,0,2,2,4,8,0,1,1,2,0,6,0,1,0,1,2,0,0,0,0,1,0
ENSG00000182584,26,8,8,19,17,4,2,5,9,6,1,8,8,48,23,1,14,28,28,12,8,12
ENSG00000182585,19,17,10,20,10,12,1,7,6,1,1,12,3,6,21,20,7,1,1,4,5,7
ENSG00000182586,2,1,2,0,3,0,2,1,1,0,0,0,0,4,5,0,1,6,4,4,3,3
ENSG00000182591,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,1,0
ENSG00000182600,66,44,41,33,35,10,15,22,14,9,7,25,20,30,59,84,35,10,12,46,50,147
ENSG00000182601,4,10,1,233,54,3,22,5,0,0,22,5,4,7,6,2,4,80,22,40,0,0
ENSG00000182606,7825,4444,6338,7891,5386,2285,1703,1372,1485,2865,1078,1793,2566,7051,4893,3137,2905,3351,2419,3139,2293,2405
ENSG00000182612,226,201,177,250,167,103,56,154,68,51,18,102,111,203,327,142,111,163,130,114,162,129
ENSG00000182613,0,0,0,0,0,1,0,2,0,1,0,1,2,2,1,0,1,0,0,1,0,1
ENSG00000182621,2489,3496,1901,4603,4662,1140,1453,674,498,2536,1209,2723,2698,6307,6084,7312,3122,4527,2049,6724,4913,5387
ENSG00000182628,34620,14189,25580,27382,19557,8213,6515,4388,3987,14045,6738,3809,7550,9697,9464,3366,3696,7168,3295,6781,3903,4400
ENSG00000182631,0,0,2,2,1,1,0,0,1,0,0,0,1,0,2,4,0,0,0,2,0,3
ENSG00000182632,194,95,71,33,66,37,10,42,22,25,6,26,87,71,101,34,26,25,15,41,43,46
ENSG00000182634,1,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,1
ENSG00000182636,5040,3452,3956,5380,3236,1613,1172,844,784,2399,955,699,812,2360,2579,1386,977,1953,1049,1129,1263,2183
ENSG00000182645,18,21,16,7,12,10,8,10,4,8,1,7,11,23,60,7,17,6,5,14,14,5
ENSG00000182648,298,306,365,246,243,137,94,101,80,72,31,70,63,111,217,175,117,136,98,103,182,100
ENSG00000182652,0,1,1,0,0,1,0,1,0,0,0,4,0,0,4,1,2,0,1,0,1,0
ENSG00000182667,2873,3017,1601,2512,2118,614,461,398,383,90,367,129,244,935,986,604,569,1080,1864,640,849,632
ENSG00000182670,128998,94006,102417,115065,79529,46628,24736,24043,29504,26811,23026,26658,36327,70108,81134,62668,38864,50715,31466,59925,35555,31031
ENSG00000182674,1418,1726,1309,1396,784,362,332,327,249,27,176,12,20,14,68,472,45,8,7,370,111,178
ENSG00000182676,8,5,8,6,10,9,8,4,3,14,5,2,6,12,17,12,8,4,6,9,12,18
ENSG00000182685,206,99,130,133,125,32,23,26,39,31,21,33,61,81,92,72,82,77,35,74,72,54
ENSG00000182687,20,4,16,26,14,3,0,1,1,1,1,0,0,1,8,15,8,3,0,5,1,4
ENSG00000182698,0,2,0,1,0,3,1,1,1,1,1,1,1,1,18,5,1,2,0,2,1,0
ENSG00000182700,261,274,171,245,225,147,35,55,82,65,27,249,181,585,759,367,759,882,796,316,648,701
ENSG00000182704,775,466,618,735,577,345,173,373,211,267,86,508,475,1447,1082,455,452,805,545,612,581,623
ENSG00000182712,283,126,188,276,238,75,65,44,62,187,108,270,241,640,397,271,413,611,358,402,196,290
ENSG00000182718,4122,1084,3441,6035,2114,5729,27620,1092,1338,63913,4827,14853,5848,8587,2767,3189,5102,14330,5341,10004,8146,12489
ENSG00000182732,308,248,98,463,221,139,41,59,157,523,57,696,73,1357,567,71,228,2893,1619,977,810,1660
ENSG00000182742,248,353,628,405,482,148,0,129,110,9,12,99,59,276,196,164,397,416,375,27,1,2
ENSG00000182747,5,0,4,1,2,0,0,1,2,0,0,0,2,1,4,6,3,0,0,8,0,0
ENSG00000182749,437,301,299,346,236,130,88,99,89,164,77,81,252,403,352,112,93,309,135,100,166,127
ENSG00000182752,441,461,133,658,587,747,654,104,229,3788,290,217,289,95,603,428,60,191,130,449,129,297
ENSG00000182759,128,86,86,65,26,28,1,10,39,9,20,8,27,13,58,42,11,10,3,35,15,18
ENSG00000182768,23520,16171,15729,14756,8263,6978,5550,4048,4650,7819,5049,4847,7449,17592,14398,7965,6624,7531,4103,11468,7054,7367
ENSG00000182771,415,470,222,416,124,134,91,89,104,52,73,95,74,183,604,195,73,220,429,250,227,137
ENSG00000182774,13822,6916,11241,10921,12625,6763,3395,3140,2611,8627,4633,7814,12411,21527,11238,5901,12196,6452,3172,9328,2337,6063
ENSG00000182782,10,0,6,3,0,3,1,2,1,3,0,4,1,0,10,5,3,0,0,0,2,2
ENSG00000182783,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0
ENSG00000182791,22,16,8,33,25,2,9,3,10,10,7,7,7,12,43,14,7,10,10,28,30,24
ENSG00000182793,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0
ENSG00000182795,3,1,9,8,11,8,2,10,0,1,2,14,0,5,21,4,6,0,1,5,6,1
ENSG00000182796,271,262,302,337,447,71,70,50,56,73,48,222,116,542,327,191,437,313,220,623,435,281
ENSG00000182798,4,1,3,9,3,6,3,0,0,0,0,4,1,1,3,5,1,11,3,0,1,41
ENSG00000182809,593,211,579,619,361,20,71,19,81,320,68,264,279,1193,427,485,269,567,344,460,599,414
ENSG00000182810,269,88,220,209,159,108,45,59,57,161,51,137,165,287,196,126,156,110,71,147,71,131
ENSG00000182816,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0
ENSG00000182824,4,6,23,3,6,8,4,31,3,4,1,24,8,8,44,22,21,0,9,17,6,1
ENSG00000182827,5833,3622,4797,5639,4252,2972,1833,1314,1253,3220,1430,2386,2732,6192,4792,2323,2233,5736,2668,3860,2627,3034
ENSG00000182831,33680,22204,31615,29150,23800,12394,7425,6887,7133,10406,4481,9291,11241,25440,24404,15097,13517,18813,10489,13651,16235,15024
ENSG00000182836,133,309,369,289,178,655,369,146,46,45,139,102,65,257,663,995,919,679,487,267,758,3832
ENSG00000182841,889,920,781,764,969,295,173,152,213,548,240,357,861,1287,750,676,904,583,374,563,443,505
ENSG00000182853,0,0,2,3,6,0,0,1,0,0,0,4,0,2,5,1,1,5,1,3,6,3
ENSG00000182854,0,0,1,0,0,1,0,6,0,0,0,1,1,1,12,0,0,0,0,0,1,0
ENSG00000182858,579,508,544,686,450,159,155,127,144,354,139,274,258,921,499,314,428,627,382,593,408,454
ENSG00000182866,8,14,13,15,19,2,6,8,0,3,2,14,10,9,20,6,6,8,3,3,9,13
ENSG00000182870,45,40,39,23,20,11,7,16,21,8,13,7,33,9,201,242,38,6,7,216,13,45
ENSG00000182871,703,108,507,642,923,33,51,38,56,65,72,533,350,311,658,777,577,1376,1177,808,49,838
ENSG00000182872,4785,2419,4719,4747,4510,973,1048,707,893,2569,1065,1198,1671,2730,2135,1297,1491,1520,953,2053,1583,1470
ENSG00000182873,38,35,27,35,22,4,8,7,12,7,0,7,10,42,31,20,11,27,12,23,14,17
ENSG00000182885,3,7,3,5,4,1,0,5,1,0,1,5,1,6,2,2,1,0,0,3,3,3
ENSG00000182890,57,14,43,43,36,27,47,10,10,76,34,56,14,74,21,49,40,295,417,122,86,160
ENSG00000182896,2,2,1,4,0,2,0,3,1,0,1,0,3,3,1,1,0,4,4,3,0,1
ENSG00000182898,1,0,0,1,0,11,0,7,0,2,0,10,1,10,29,5,5,1,3,7,4,0
ENSG00000182899,19312,10475,14279,16863,14363,7760,4136,3992,3090,10965,4695,7735,12433,19821,14865,10006,12845,7967,4582,8703,3566,7950
ENSG00000182901,989,751,525,582,199,240,118,144,163,117,98,57,47,524,312,269,128,99,170,354,76,140
ENSG00000182902,149,80,122,174,65,47,27,23,47,69,25,110,106,382,523,105,483,571,177,195,248,182
ENSG00000182903,5616,3653,4826,4366,3266,2651,1133,1339,1162,1904,870,2047,2300,4685,4599,2707,2247,1576,1293,3179,2184,2165
ENSG00000182916,2577,2098,17,2684,2620,1049,1444,68,238,1369,270,7,175,52,1275,20,359,445,852,366,1126,739
ENSG00000182919,3034,2725,4017,3144,2995,1493,848,803,668,1363,680,1558,1261,3004,2624,1003,1255,942,817,2072,1603,1242
ENSG00000182923,5423,3091,4297,4986,4150,1890,1281,1172,870,1687,1152,1789,2014,4579,3073,1619,1681,3081,1828,3187,1640,1450
ENSG00000182931,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,7,1,0
ENSG00000182934,1922,1282,1513,1807,1319,696,743,382,341,630,265,1030,900,1850,1343,827,1022,1114,811,1157,832,1199
ENSG00000182938,2,1,2,0,1,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0
ENSG00000182944,31411,13925,26511,28043,26303,10184,6622,6390,5450,16191,7356,8116,11440,16222,14376,8869,8825,9860,6070,12019,8940,8176
ENSG00000182950,8,6,6,7,4,0,2,0,0,3,1,7,3,0,1,0,2,5,3,3,6,2
ENSG00000182952,3021,1840,2989,2729,2528,1407,803,611,608,1918,901,995,1435,2738,2160,1209,1521,1807,1021,1257,1094,1232
ENSG00000182957,4731,2418,2860,5489,3455,1472,690,920,707,1018,563,1286,2191,6208,5124,1634,2373,4580,2503,3618,3680,2031
ENSG00000182963,7322,3593,7212,6487,4761,3744,1506,2218,1490,3549,1268,1973,2913,2952,4934,1400,1414,1161,940,2156,1706,1399
ENSG00000182968,225,174,95,756,2495,281,441,37,96,906,213,255,102,231,546,15,576,245,87,664,1462,494
ENSG00000182973,3061,1737,2464,2715,2218,1158,671,575,421,1669,659,819,1209,1830,1713,779,1090,1170,756,1635,936,956
ENSG00000182979,2143,1232,2349,1988,1790,536,361,334,415,719,312,1340,1431,2457,1910,1424,1474,1445,784,1648,1090,1111
ENSG00000182983,45,98,60,24,26,41,9,52,14,36,32,20,13,18,50,16,25,14,15,19,25,13
ENSG00000182985,25017,24973,15283,17782,10709,10781,9922,4994,4988,24582,5190,6526,6729,18478,12864,3296,6559,15742,9116,9533,24200,14697
ENSG00000182986,3365,2048,3596,3059,2431,1156,956,867,751,1655,672,763,1119,1225,1704,797,980,900,786,1266,1330,1294
ENSG00000182993,359,298,348,325,334,117,62,99,97,178,57,171,144,280,358,184,179,172,171,175,138,161
ENSG00000183010,560,258,510,528,952,123,78,64,186,350,225,1052,941,690,658,391,1188,379,292,412,157,589
ENSG00000183011,892,379,475,766,707,236,240,183,146,570,302,357,341,571,443,429,436,468,242,579,271,349
ENSG00000183018,379,230,267,269,137,53,20,36,107,18,80,29,88,39,262,552,36,16,13,195,28,45
ENSG00000183019,1,0,2,1,2,2,1,5,0,1,0,1,1,2,4,0,2,6,2,0,3,0
ENSG00000183020,659,928,1156,1218,858,222,267,155,156,516,165,502,191,1241,386,711,383,634,567,1097,569,609
ENSG00000183023,28410,20118,12496,12153,8850,9198,4302,3594,4325,1073,2856,797,1909,2075,5201,5018,1467,3323,2092,2680,4227,12560
ENSG00000183024,0,2,3,0,0,1,0,4,2,1,0,1,2,0,9,6,2,0,2,0,3,5
ENSG00000183032,247,113,246,364,155,138,63,96,58,166,68,60,174,295,189,136,152,142,98,110,107,114
ENSG00000183034,0,0,1,0,0,0,0,0,0,0,0,3,0,1,5,0,1,0,0,0,0,0
ENSG00000183035,2,1,1,6,8,6,0,7,1,1,0,5,0,9,2,2,2,3,2,1,0,1
ENSG00000183036,24,492,70,147,317,125,156,72,33,7,162,94,17,94,115,27,48,214,22,109,204,219
ENSG00000183044,19071,14123,17998,20846,14369,3822,4057,2988,2880,4955,1934,2520,5519,33019,12162,1624,4738,16809,12953,4016,6053,6794
ENSG00000183048,93,13,77,56,69,11,9,12,14,66,21,27,43,80,42,33,44,49,21,35,27,40
ENSG00000183049,2449,1865,2064,1694,1434,740,599,482,597,436,308,980,1209,787,2388,1348,1394,809,349,2325,651,2136
ENSG00000183054,15572,15447,11391,15260,13063,6088,2940,3697,2755,4823,2358,2006,3930,11438,9069,5756,4724,9652,5094,5599,4191,4145
ENSG00000183060,407,451,422,617,764,130,122,92,132,123,70,60,115,168,242,135,130,294,196,118,238,148
ENSG00000183066,55,179,82,26,29,16,10,31,18,14,18,39,19,54,86,19,18,16,14,50,32,22
ENSG00000183067,117,92,78,140,66,43,28,29,20,38,17,85,54,289,192,65,84,311,167,149,136,139
ENSG00000183072,2,0,1,126,225,0,0,0,1,3,2,4,5,0,13,3,0,155,92,4,0,1
ENSG00000183077,452,262,340,294,393,257,154,122,106,399,125,304,466,623,555,540,456,150,83,388,138,306
ENSG00000183087,197,179,131,187,195,47,51,17,26,40,31,192,359,544,299,321,189,551,239,473,111,328
ENSG00000183090,36,54,46,18,10,5,12,22,6,7,7,13,6,4,47,447,5,0,1,300,18,24
ENSG00000183091,754,759,853,856,689,521,190,899,167,213,1974,456,383,1512,973,738,522,536,493,825,476,455
ENSG00000183092,96,80,79,148,70,50,35,28,54,27,25,72,52,165,148,504,524,148,45,198,71,119
ENSG00000183098,4476,2828,3175,4355,884,1304,1349,676,676,1610,487,2008,2832,7912,5393,1527,1147,9649,5822,3217,1945,3337
ENSG00000183111,79,65,67,96,69,26,26,23,31,62,16,31,45,254,103,94,63,251,159,97,66,253
ENSG00000183114,12,19,10,37,13,6,4,1,2,1,2,16,1,9,42,30,6,24,17,41,44,18
ENSG00000183117,1671,2966,732,907,303,242,57,377,395,64,80,256,714,9124,1590,846,2124,1652,758,696,159,141
ENSG00000183128,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1
ENSG00000183134,16,13,11,9,6,7,3,1,4,3,4,2,13,5,10,9,8,9,4,17,4,6
ENSG00000183137,2626,1926,2230,2029,2004,1447,678,574,648,1477,730,922,1151,1893,2655,1258,1019,1156,733,1516,1153,907
ENSG00000183145,56,30,56,45,56,26,16,16,20,55,16,14,21,30,44,86,27,33,35,32,37,266
ENSG00000183146,18,13,9,9,18,15,3,21,5,1,4,3,4,12,79,19,16,17,13,10,13,13
ENSG00000183148,198,85,133,86,13,65,19,58,21,436,28,43,22,113,111,66,31,42,37,32,40,81
ENSG00000183150,2343,929,1534,1787,1206,899,384,589,367,665,426,231,370,989,681,342,199,305,349,498,452,432
ENSG00000183153,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000183154,54,34,40,21,47,10,16,10,5,9,7,24,26,46,62,33,25,26,14,24,71,41
ENSG00000183155,755,412,587,716,465,223,200,127,163,291,92,225,283,688,682,353,364,743,453,488,429,384
ENSG00000183160,47,35,36,82,93,12,7,15,7,16,11,59,36,29,54,32,20,135,99,26,19,24
ENSG00000183161,1594,1315,1453,1688,1237,949,601,432,570,773,563,534,790,1414,1340,1174,821,1178,548,888,810,711
ENSG00000183166,90,691,148,287,135,158,34,132,185,9,69,26,29,199,335,517,29,46,23,121,89,25
ENSG00000183172,96,88,93,76,52,24,26,14,16,29,24,57,44,60,91,38,62,67,27,52,53,46
ENSG00000183185,43,20,32,25,24,16,4,37,11,5,3,20,26,20,68,27,27,21,13,24,30,12
ENSG00000183186,142,45,79,153,79,6,38,19,11,23,9,3,23,3,30,41,3,20,5,22,42,16
ENSG00000183196,285,379,332,286,244,149,96,76,64,223,71,219,472,676,559,253,77,458,179,405,163,175
ENSG00000183206,1208,799,719,1762,1217,521,136,918,240,218,138,487,1168,1142,2099,573,370,955,1073,588,434,325
ENSG00000183207,4119,1375,3196,3386,2814,951,773,497,752,3053,1512,1751,2365,3660,2289,1530,2018,1605,1128,2103,934,1612
ENSG00000183208,447,337,352,342,333,150,120,155,146,159,47,155,162,417,413,182,238,281,226,315,208,224
ENSG00000183214,69,36,58,6,22,24,23,25,17,1,14,38,16,157,74,21,17,18,9,12,27,2
