GeneID,GSM3528727,GSM3528728,GSM3528729,GSM3528730,GSM3528731,GSM3528732,GSM3528733,GSM3528734,GSM3528735,GSM3528736,GSM3528737,GSM3528738,GSM3528739,GSM3528740,GSM3528741,GSM3528742,GSM3528743,GSM3528744,GSM3528745,GSM3528746,GSM3528747,GSM3528748
ENSG00000000003,8714,4947,8290,18348,12362,3299,2085,1916,1617,4095,1826,2534,3200,8945,6793,2182,3981,14539,8954,3838,2640,3380
ENSG00000000005,19,36,12,203,236,3,9,5,5,3,11,13,21,7,156,120,6,43,28,58,4,11
ENSG00000000419,3654,1662,3011,3035,3421,1726,544,766,588,2222,954,842,1701,2109,2263,971,1117,1413,981,858,646,1169
ENSG00000000457,2056,1330,1751,2033,1751,726,438,486,408,666,336,482,654,1542,1303,625,746,1189,646,917,1025,803
ENSG00000000460,1265,503,1280,1284,1182,680,326,347,212,1091,249,342,514,725,789,376,509,529,338,640,500,360
ENSG00000000938,1,0,2,2,0,2,0,3,0,0,0,3,0,4,16,4,1,0,6,10,3,1
ENSG00000000971,74,77,58,110,52,49,30,47,22,175,29,150,226,109,182,76,64,283,105,1138,69,186
ENSG00000001036,890,654,610,1063,1176,668,542,257,224,1382,368,857,487,690,1417,761,1211,1798,903,1264,452,1096
ENSG00000001084,2720,1257,2171,1963,1783,1136,764,567,510,1001,450,1095,1253,2319,2056,1229,1396,1747,1125,1416,739,1168
ENSG00000001167,4644,3043,4907,4588,2977,2507,1432,1184,1137,1832,821,1459,2013,3261,3115,1166,1313,2286,1267,2161,1780,1532
ENSG00000001460,205,240,215,201,167,108,115,81,81,104,45,130,123,226,323,198,228,340,210,396,345,173
ENSG00000001461,1088,1227,956,897,751,387,404,183,256,258,218,581,266,1774,1279,1355,1008,1675,1079,1530,1422,2181
ENSG00000001497,3301,1471,2854,2976,2721,1356,835,762,638,2189,919,1136,1410,2961,1710,1285,1544,1486,916,1709,1109,1204
ENSG00000001561,1226,1039,827,963,876,580,477,177,218,447,302,741,418,4944,1389,596,850,2441,1478,615,850,1834
ENSG00000001617,187,184,184,182,111,34,67,42,31,6,28,27,85,39,70,79,4,12,3,72,38,29
ENSG00000001626,188,157,144,697,84,88,57,64,35,21,29,45,65,179,146,40,60,114,79,124,43,28
ENSG00000001629,9486,8363,8058,7488,5723,3305,2088,1791,2111,2990,1376,3116,3378,14023,9011,5529,6082,9402,6058,6580,5031,4866
ENSG00000001630,33341,13269,27104,19903,19402,15397,8699,6081,6380,14843,9197,5368,7746,23242,11463,9250,8816,17661,7995,5860,6697,6286
ENSG00000001631,8106,5739,6909,7551,5215,3460,1504,1910,1640,3475,1730,2342,2806,4651,4793,2046,2703,2935,1950,3913,2869,2459
ENSG00000002016,886,955,1121,897,950,335,230,263,252,296,151,265,413,1455,845,421,658,909,626,429,668,474
ENSG00000002330,289,58,159,245,208,24,44,15,40,152,47,113,108,412,279,188,260,332,191,283,180,224
ENSG00000002549,4488,1275,2712,2490,1732,2355,732,1209,991,3034,1044,2429,2469,13369,3800,2138,3370,2150,1829,3549,1230,2876
ENSG00000002586,4075,2001,3412,4786,1358,834,738,553,531,1831,273,2980,3239,20070,5540,1346,2792,11096,7407,3332,1829,4094
ENSG00000002587,243,371,187,254,189,105,30,129,55,87,32,201,90,1029,302,128,198,719,1088,233,71,238
ENSG00000002726,6,5,13,6,12,1,2,3,2,2,0,28,7,10,7,5,10,1,3,3,6,4
ENSG00000002745,32,20,21,26,17,12,3,18,6,5,3,10,14,35,65,48,11,17,235,17,8,8
ENSG00000002746,2582,2391,1897,2106,1061,775,554,592,556,124,513,138,246,511,977,819,393,197,211,2346,485,310
ENSG00000002822,2050,973,1707,1706,1636,427,369,324,426,1068,475,513,899,1305,1123,595,687,562,365,943,582,735
ENSG00000002834,4838,3042,3570,4772,3273,1346,2863,669,641,3962,804,1338,1224,3210,3073,1336,833,2166,1549,2423,2094,2108
ENSG00000002919,625,419,539,510,570,144,134,109,118,192,70,104,184,373,371,174,217,213,198,199,196,227
ENSG00000002933,126,101,82,44,54,100,11,93,46,1,12,20,11,49,64,52,20,24,28,26,17,6
ENSG00000003056,5960,2965,4606,5129,4078,2944,1570,1561,1248,3984,1263,2302,2721,6381,4490,2149,3271,2881,2285,3168,1878,3989
ENSG00000003096,4558,3397,2309,3794,3124,984,497,838,846,808,693,447,954,2372,1585,1210,1141,791,1132,761,1130,927
ENSG00000003137,2979,2725,2256,1251,34,87,12,126,255,5,7,24,1618,37,997,1246,106,40,6,132,11,106
ENSG00000003147,783,565,616,610,447,396,124,230,266,377,327,200,185,1017,446,624,280,207,143,224,194,286
ENSG00000003249,508,337,653,160,147,120,44,79,146,242,129,365,418,337,671,851,603,304,389,782,120,426
ENSG00000003393,7127,4785,5322,6594,5389,2225,2400,1449,1094,2570,1235,1479,2248,5777,3912,2130,2201,3283,2875,3390,2146,2365
ENSG00000003400,129,111,83,105,98,54,22,79,35,38,20,92,69,177,243,76,100,83,75,86,93,78
ENSG00000003402,3870,3815,2963,2997,3457,2788,1410,2585,1355,3074,941,2164,1644,5780,5079,3914,3295,2474,1916,3268,5301,4785
ENSG00000003436,3195,2459,2290,3036,2415,2667,655,2741,979,4426,639,3816,1869,3739,7482,2282,1665,8365,4567,3883,2195,3629
ENSG00000003509,2474,1652,1876,2056,1661,884,374,495,452,840,471,528,915,1465,1382,1049,839,1016,783,862,748,851
ENSG00000003756,20973,17795,16198,19833,18422,6670,4339,4425,4544,6661,3842,3971,6152,17401,11540,6052,7669,12286,7473,9272,10440,8291
ENSG00000003987,3819,2999,4100,2145,1598,1284,557,1040,1189,269,669,139,748,407,1516,1228,302,247,142,722,454,287
ENSG00000003989,1216,352,1431,526,274,1478,54,610,319,807,571,639,1666,3791,2621,158,1398,640,379,888,127,239
ENSG00000004059,1188,563,930,1305,936,329,290,188,256,610,273,322,360,976,623,423,438,586,323,732,400,467
ENSG00000004139,3957,1872,3588,3430,2806,1112,388,841,801,719,465,1247,1444,3412,2384,2088,2041,1427,1273,2045,1418,1617
ENSG00000004142,2029,1017,1954,1871,1715,841,544,441,481,1276,483,966,1247,2924,1527,1149,1395,1510,1200,2009,832,1282
ENSG00000004399,674,225,488,580,194,150,150,63,77,338,55,544,750,837,717,209,272,507,523,607,144,470
ENSG00000004455,4002,1731,2782,2948,2300,2651,1137,1020,859,3236,1042,2181,2797,5328,3261,1855,2907,2839,1844,2810,1756,2797
ENSG00000004468,69,79,65,65,67,57,277,36,28,48,14,230,60,1113,403,172,1588,363,225,479,272,212
ENSG00000004478,6479,3494,5967,3961,3051,3394,1514,1748,1422,3728,2609,3084,4788,4596,4463,2947,3302,1941,1004,2816,1559,2398
ENSG00000004487,30398,18235,28256,25884,23403,12114,5338,7706,6287,12247,7167,4655,10906,13198,11658,8816,6830,5490,3844,8333,5593,6114
ENSG00000004534,11956,10901,11567,11829,11593,4746,2483,2818,2396,4194,2508,3122,4036,11451,6861,3434,4640,6678,3716,6164,5377,4806
ENSG00000004660,420,306,335,249,205,198,116,116,127,148,80,169,159,329,328,640,121,155,162,258,132,320
ENSG00000004700,4831,2120,4377,4338,3430,3032,2101,1126,1220,4021,1452,2295,2498,4130,4578,1820,2676,2529,1642,2511,2021,2255
ENSG00000004766,5187,3872,3985,4288,3685,1812,1168,1017,1130,1740,1135,1171,1851,4283,3901,1475,1959,2456,1563,2448,2294,2001
ENSG00000004776,3,5,3,10,5,3,2,3,6,4,5,8,4,10,13,3,13,9,4,8,4,4
ENSG00000004777,301,222,231,278,241,16,25,16,42,16,15,28,85,131,188,153,42,60,45,149,113,55
ENSG00000004779,6714,2390,4284,4745,3569,1837,1193,990,917,3328,1496,1199,2660,2520,3275,1780,2292,2411,1182,1347,1077,1331
ENSG00000004799,99,56,181,91,324,24,12,50,15,116,80,110,37,86,215,225,130,177,262,628,75,308
ENSG00000004809,296,175,198,301,111,99,62,52,41,102,17,55,75,123,215,85,109,123,46,60,121,55
ENSG00000004838,58,54,42,97,46,8,14,15,14,18,20,114,33,308,178,135,84,252,210,578,185,83
ENSG00000004846,79,58,79,61,22,30,19,53,8,12,5,43,33,66,154,30,35,16,10,26,35,39
ENSG00000004848,16,13,13,508,7,28,173,14,6,47,263,90,13,59,39,17,8,287,87,446,438,225
ENSG00000004864,4089,1303,3304,2871,2710,2351,1440,1115,788,1875,898,1342,1878,2390,2391,696,1962,1357,1035,986,1024,1423
ENSG00000004866,3507,2977,2645,2678,2909,1218,703,978,839,786,566,508,806,986,1665,1642,807,853,584,1834,828,766
ENSG00000004897,13168,7306,12581,10627,8635,7396,3561,3532,2831,8503,3395,4622,5301,8983,10910,4504,4957,6097,4554,6473,4030,4545
ENSG00000004939,87,72,71,61,52,37,19,37,26,37,7,33,54,60,82,45,24,37,24,37,29,25
ENSG00000004948,15,14,18,15,58,33,16,27,7,79,64,38,9,21,39,31,10,4,8,36,19,24
ENSG00000004961,1231,607,994,907,661,676,457,278,257,855,377,591,559,860,850,524,498,539,301,691,410,535
ENSG00000004975,1111,592,1082,1333,1045,200,204,124,157,512,129,339,379,1128,656,314,418,603,475,501,582,592
ENSG00000005001,0,0,0,0,0,0,0,6,1,0,0,0,1,0,5,2,1,0,1,5,1,0
ENSG00000005007,2085,1068,1801,1961,1571,586,396,337,393,856,317,992,1059,2422,1726,926,1233,1069,904,1431,1040,1397
ENSG00000005020,555,362,843,917,1304,252,111,170,144,149,145,53,91,2496,598,1888,63,1294,2126,316,119,146
ENSG00000005022,3825,1895,3201,3110,3027,1158,816,505,575,2498,787,1432,1917,2588,3322,1572,3031,1786,764,2062,1004,1547
ENSG00000005059,1260,283,1160,986,604,953,978,281,247,1259,415,796,1216,2531,1934,996,1009,3236,1325,967,2218,957
ENSG00000005073,12,9,4,10,4,6,0,6,0,0,1,12,60,14,113,241,5,7,6,22,0,0
ENSG00000005075,1321,570,1303,1529,1220,423,393,252,283,1142,725,1025,982,1895,1812,949,1093,1109,827,1275,738,948
ENSG00000005100,2590,1261,2575,1748,1440,1490,498,690,709,1315,587,2142,2427,3509,3464,1794,2350,1135,960,1900,655,1398
ENSG00000005102,4,5,7,8,30,3,7,6,2,0,18,8,0,1,14,8,1,0,6,10,0,2
ENSG00000005108,31387,34642,25980,26680,20777,8330,1504,6635,12937,1377,3725,632,5313,2869,14132,7480,1119,3189,672,5722,1050,2397
ENSG00000005156,6794,4108,6685,6321,6498,3426,2038,1742,1533,2853,1462,2040,3498,4793,4515,2863,2927,2664,2028,3336,2789,3032
ENSG00000005175,6537,3267,5019,4607,3379,3368,1742,1475,1167,2950,1623,2055,2683,4722,4698,2176,2419,2673,1829,2616,1916,2123
ENSG00000005187,283,215,292,192,269,133,80,115,77,90,37,150,134,320,447,267,227,154,152,182,197,170
ENSG00000005189,529,270,509,506,517,164,129,98,109,230,108,131,237,425,435,215,208,193,105,251,188,105
ENSG00000005194,3054,1665,2475,2673,2554,1168,785,801,582,1521,806,903,1289,1914,1464,861,987,958,609,1704,677,967
ENSG00000005206,789,293,929,854,1000,53,58,79,138,128,63,258,415,1212,566,370,577,573,476,517,314,406
ENSG00000005238,948,600,762,888,930,168,477,189,201,410,183,198,329,800,508,322,294,581,467,330,580,514
ENSG00000005243,13,16,11,26,20,4,21,8,5,19,3,18,15,8,22,23,8,58,26,43,7,36
ENSG00000005249,15303,9482,10104,7689,3166,2870,2645,2239,2102,1582,1869,938,2519,2294,5230,5785,1660,2746,1165,2410,1905,1592
ENSG00000005302,2817,1223,2331,2443,2037,1102,629,684,556,1336,725,919,1033,2492,1749,1142,1424,1321,1028,1625,951,1017
ENSG00000005339,6998,4700,6867,7369,5409,1547,1013,1225,1162,1023,576,2635,2390,5275,4656,2511,2369,2900,2007,5130,2904,2448
ENSG00000005379,2462,2105,1583,2638,1234,374,305,315,425,110,306,125,514,729,702,705,90,706,430,736,613,372
ENSG00000005381,8,12,11,0,1,0,0,5,3,0,2,7,2,1,7,4,6,0,2,2,1,1
ENSG00000005421,48,54,49,65,69,11,14,11,17,9,5,25,6,26,46,19,40,22,6,21,32,28
ENSG00000005436,2592,2206,2741,2429,1489,1768,894,881,798,2017,935,1709,1205,1437,2890,2037,1562,1859,1200,2667,1302,1682
ENSG00000005448,789,689,638,712,836,295,277,123,158,598,274,516,487,670,516,494,516,299,231,1003,287,462
ENSG00000005469,751,739,530,1229,702,525,424,144,192,527,265,621,372,2326,1398,340,1101,1997,1318,1309,1637,916
ENSG00000005471,49,87,82,64,147,27,74,48,10,68,18,31,60,68,181,29,27,33,20,37,135,22
ENSG00000005483,15863,15711,13326,16060,18864,5206,3221,3620,3466,2907,1996,3197,4747,10461,10426,5355,3757,7569,4077,9092,6692,4764
ENSG00000005486,606,375,493,742,376,96,158,53,127,215,69,259,283,1835,690,604,569,922,909,1022,644,985
ENSG00000005513,389,351,398,802,143,101,15,31,100,115,64,404,945,3883,1311,241,1305,838,449,466,520,455
ENSG00000005700,5187,3408,4526,4252,4022,2680,1378,1142,1287,2228,1265,1681,2063,4643,4229,2047,2136,3426,2259,2144,2202,2366
ENSG00000005801,10930,6618,9585,7977,7203,5177,1941,2627,2631,3237,2454,1658,3456,5111,5382,3659,2313,2811,1539,3298,2405,2279
ENSG00000005810,33717,28940,24577,29098,19725,13861,5060,8700,8194,5617,4746,6261,10710,15938,19041,11951,7843,9379,6895,12240,11499,8555
ENSG00000005812,6243,3692,4137,5168,3379,2340,1603,1108,1115,3200,1111,2327,2379,11697,5968,2664,3450,7089,3872,3724,4637,4336
ENSG00000005844,49,39,40,50,39,14,10,31,7,14,11,31,17,59,62,30,24,25,18,31,18,21
ENSG00000005882,358,265,263,485,394,51,120,71,93,126,98,152,167,813,327,211,333,580,453,321,242,299
ENSG00000005884,730,450,354,500,270,197,196,107,159,194,52,329,673,2642,698,542,350,1569,1335,494,696,1611
ENSG00000005889,6020,3783,5525,10613,7344,2656,1317,1459,1117,2694,1128,2288,2336,6451,4733,2664,2790,7866,4699,3897,2989,2768
ENSG00000005893,6839,5169,5284,7248,5674,2644,2430,1161,1632,4245,1083,5034,3604,20376,11271,4155,8523,24071,19705,7274,5716,11622
ENSG00000005961,57,66,50,36,93,7,7,11,9,11,1,21,10,30,43,44,19,43,25,27,29,19
ENSG00000005981,304,344,270,229,233,114,54,181,82,62,55,171,149,336,625,245,171,301,223,151,290,194
ENSG00000006007,7448,2879,5503,5783,3653,2800,1460,1460,1344,3157,1518,1451,1981,5569,3295,1625,2044,4863,2606,2342,1401,2587
ENSG00000006015,562,200,340,452,518,147,89,101,152,311,140,121,244,663,372,248,349,373,279,293,193,242
ENSG00000006016,175,68,79,96,92,78,37,36,38,119,48,67,90,1099,131,152,111,311,153,308,142,187
ENSG00000006025,194,189,202,241,162,55,26,41,47,69,29,88,142,387,292,186,158,221,173,150,135,202
ENSG00000006042,1942,999,1622,2180,1860,475,558,329,302,1023,291,434,593,2052,1049,301,471,1085,768,1015,727,833
ENSG00000006047,30,54,34,34,38,15,5,13,9,5,2,24,15,76,58,52,28,17,16,63,24,32
ENSG00000006059,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0
ENSG00000006062,296,131,184,237,161,113,104,81,67,109,43,217,165,692,323,209,204,590,334,425,345,297
ENSG00000006071,421,73,270,193,280,77,12,25,28,5,28,33,45,6,154,568,25,47,43,88,25,4
ENSG00000006116,9,17,7,6,7,10,2,14,5,7,0,8,1,13,39,20,4,13,3,14,9,2
ENSG00000006118,2881,1962,2801,2258,1885,508,576,544,409,628,472,1059,1147,3522,1511,1591,1083,3079,1760,2264,683,1663
ENSG00000006125,20708,13614,18063,15477,11047,7180,4077,3849,4376,5660,2719,7866,9802,21370,20495,14252,7742,11811,9112,12131,6016,7562
ENSG00000006128,591,457,320,811,231,53,476,106,59,169,496,25,4,28,154,53,57,10,24,54,9,122
ENSG00000006194,2269,1317,1582,2114,1983,830,620,555,425,1135,521,1011,915,2088,1508,1084,1314,1203,749,1851,919,1128
ENSG00000006210,449,339,294,472,143,75,88,44,69,119,35,223,246,1535,454,294,381,879,455,535,306,693
ENSG00000006282,373,217,157,357,255,75,113,56,64,111,60,79,194,1182,455,349,402,918,588,506,375,532
ENSG00000006283,181,332,187,305,440,48,26,41,46,22,23,53,68,108,277,242,120,100,91,358,312,91
ENSG00000006327,129,20,36,77,38,250,757,11,59,228,50,550,623,2394,1191,393,871,2409,1909,453,865,1135
ENSG00000006377,21,22,22,31,16,101,769,14,3,19,246,4,9,7,70,5,13,5,19,9,848,1133
ENSG00000006432,3292,2454,2936,2455,1472,832,461,646,679,317,324,219,653,895,1588,1358,517,385,288,762,568,642
ENSG00000006451,4430,2333,3410,2942,1829,1582,992,757,877,1539,716,1191,867,2916,3061,1370,1354,2030,1357,1466,1221,1442
ENSG00000006453,84,52,78,90,104,43,72,36,6,84,36,44,53,67,90,144,46,51,47,84,50,69
ENSG00000006459,8400,8092,8423,7679,7491,3256,1269,1987,2250,1976,1235,1280,3106,3784,4902,2095,2376,1645,1090,2195,1964,1818
ENSG00000006468,13157,2120,15873,19122,1513,4176,796,2098,2033,2286,830,1620,3635,23201,4344,1641,1393,3715,3047,1604,5195,2598
ENSG00000006530,2498,1390,2362,2245,1978,1198,580,529,505,1070,514,880,1322,2075,1704,865,858,1377,723,1193,814,1037
ENSG00000006534,201,104,138,172,172,44,27,54,65,90,40,106,98,312,209,105,87,209,167,118,122,219
ENSG00000006555,37,46,22,28,28,11,7,20,14,12,9,18,18,41,31,36,17,13,16,21,26,20
ENSG00000006576,5499,3192,4044,3527,3010,2386,1240,1202,911,2292,1027,1385,1739,2380,3810,2560,1509,1643,1027,2025,1407,1656
ENSG00000006606,1,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,0,0,1,3,0,0
ENSG00000006607,3383,1948,2688,3132,2317,1654,1103,759,797,2294,536,1362,2060,4758,3532,1804,2560,2111,1425,2142,1692,1697
ENSG00000006611,4,2,4,3,3,1,3,11,0,0,1,39,2,0,11,20,4,0,2,22,9,1
ENSG00000006625,5943,1744,4551,3875,2761,3313,1307,1304,1090,3750,2191,2586,3489,4587,4668,1987,3198,2634,1485,2945,907,3269
ENSG00000006634,6802,1559,5447,3908,3717,3622,1141,1465,856,4492,2149,1778,2848,2106,3407,934,1479,738,393,1801,569,945
ENSG00000006638,32,15,17,21,12,5,9,11,2,7,3,5,5,13,16,16,12,10,5,13,8,4
ENSG00000006652,7940,5092,6323,6023,6210,3340,1453,1585,1286,2347,1400,1823,3334,6637,6636,3813,2550,5806,3563,3532,2799,2808
ENSG00000006659,34,33,22,43,32,22,5,22,10,12,4,14,20,58,52,31,20,18,20,40,32,15
ENSG00000006695,1304,736,1246,891,786,564,236,251,251,539,232,629,817,1364,1253,702,835,670,412,1081,349,542
ENSG00000006704,1009,679,748,1007,786,182,260,133,135,332,179,178,261,488,540,326,169,429,206,454,423,309
ENSG00000006712,5336,2297,4247,4899,3425,1557,1499,975,834,2968,1266,1455,1778,3667,2421,1229,1616,2170,1286,2392,1504,1778
ENSG00000006715,12829,8280,9266,11071,8453,4062,2762,2224,2291,4614,2069,2985,3630,11385,8251,2747,4561,7535,5242,5607,4581,5452
ENSG00000006740,687,544,535,692,962,215,97,159,153,72,105,102,199,209,384,183,240,397,134,312,155,121
ENSG00000006744,2830,1137,2638,2243,2373,1698,751,780,787,2071,1336,1909,2027,3231,2355,1494,2301,2012,1466,3235,920,1777
ENSG00000006747,292,228,244,268,221,121,73,163,74,89,40,127,139,265,454,169,169,225,153,213,229,119
ENSG00000006756,761,625,783,1482,1091,288,263,205,254,225,150,381,365,1537,964,764,724,1579,936,470,617,602
ENSG00000006757,358,412,278,418,343,220,156,120,125,281,111,238,317,358,469,536,225,336,215,421,301,361
ENSG00000006788,0,0,5,3,1,5,0,8,2,0,1,17,5,3,52,3,7,0,1,7,9,1
ENSG00000006831,4544,2345,3784,3454,3152,1718,933,1028,895,1717,637,1761,2086,4582,3000,2067,2263,2477,1656,2522,1606,1704
ENSG00000006837,794,746,526,711,698,361,129,307,172,151,116,323,352,703,827,388,408,442,314,451,316,293
ENSG00000007001,25,58,26,27,31,21,13,22,2,15,5,76,14,40,83,49,47,21,15,51,32,39
ENSG00000007038,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0
ENSG00000007047,993,802,840,962,785,175,162,154,179,249,72,276,354,762,648,488,275,449,262,484,369,368
ENSG00000007062,7962,1239,7312,11735,4822,2732,1016,2624,1140,3861,1126,274,957,3714,1460,2779,367,2029,1309,2066,248,888
ENSG00000007080,1201,391,867,922,724,233,296,138,226,611,348,380,491,767,504,252,332,366,225,419,196,237
ENSG00000007129,51,13,8,4,0,5,0,3,7,1,0,2,110,1,22,1,1,0,0,1,0,0
ENSG00000007168,23956,19119,18590,19985,14084,7811,5432,4689,4794,7019,3400,4741,6959,15158,16029,9808,6104,8861,7255,9659,8381,7405
ENSG00000007171,45,26,32,19,12,35,29,6,7,7,32,7,27,6,15,10,12,0,3,5,7,5
ENSG00000007174,45,44,52,582,202,10,14,47,8,6,15,216,12,1291,170,56,528,1492,1414,965,281,26
ENSG00000007202,14633,8438,12965,12496,10732,5638,3683,3213,2994,8092,3059,5879,6449,14001,8908,5202,7614,7466,6896,8109,4827,7339
ENSG00000007216,0,0,3,0,0,2,0,9,2,0,0,2,3,2,5,1,0,0,1,1,2,0
ENSG00000007237,806,340,579,1015,307,182,321,125,84,112,345,662,652,3248,1087,1010,791,1627,1338,1449,951,477
ENSG00000007255,89,43,94,131,274,29,23,12,43,47,28,74,94,193,107,85,112,107,89,35,61,73
ENSG00000007264,49,12,32,20,14,19,7,9,8,4,15,16,33,16,91,78,14,15,7,55,40,80
ENSG00000007306,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,4,0
ENSG00000007312,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,2,1
ENSG00000007314,1,1,10,3,19,4,0,12,3,0,1,9,4,9,4,3,7,0,2,3,3,4
ENSG00000007341,2649,1422,1937,1874,1732,921,417,675,590,981,567,578,1167,1902,1583,853,999,1100,676,1193,954,873
ENSG00000007350,331,149,1076,155,515,54,33,138,67,8,4,120,695,46,888,216,2917,5955,37,335,160,32
ENSG00000007372,15280,6451,11896,15568,7606,2880,1407,2412,1577,357,1705,2453,5554,13372,9734,6605,2150,4158,3074,8240,1486,1661
ENSG00000007376,174,26,140,127,123,15,14,9,45,156,53,143,155,317,166,145,207,92,78,255,73,146
ENSG00000007384,131,90,97,202,104,40,47,22,28,93,17,108,110,601,207,58,79,347,197,146,112,177
ENSG00000007392,8687,5757,6738,5503,5595,2239,1108,1382,1579,2300,1087,1096,2311,4595,3495,2129,2123,2457,1642,2320,3221,2500
ENSG00000007402,818,1567,638,1053,724,129,142,164,164,49,59,77,310,99,447,462,38,76,46,274,358,1108
ENSG00000007516,123,95,75,329,235,8,26,12,22,53,20,366,95,1779,701,581,2708,787,559,519,275,371
ENSG00000007520,1789,488,1241,1651,1375,258,232,153,407,1305,589,689,743,1855,1237,532,690,1247,680,1000,600,867
ENSG00000007541,469,155,356,368,365,46,46,25,89,165,58,199,198,720,335,287,296,378,433,422,246,379
ENSG00000007545,2405,1580,2262,1956,1917,679,319,488,484,579,251,565,822,1748,1145,791,812,867,579,892,811,833
ENSG00000007866,658,479,626,839,829,147,282,134,85,307,70,88,239,923,254,51,48,527,281,89,124,208
ENSG00000007908,1,1,6,3,0,1,1,5,2,0,0,12,4,6,41,10,3,0,2,1,2,1
ENSG00000007923,4386,1734,4122,3631,2695,1571,935,975,872,2002,942,1591,1756,2490,1994,1094,1458,1034,784,1898,902,1342
ENSG00000007933,22,23,25,12,34,12,7,26,19,12,6,36,13,49,44,40,46,22,10,14,17,10
ENSG00000007944,1304,828,708,1004,497,182,112,211,129,132,136,209,278,946,716,1110,326,687,668,838,153,597
ENSG00000007952,17,5,13,10,4,6,2,1,9,5,2,13,5,16,15,10,17,3,12,7,8,8
ENSG00000007968,441,72,445,319,291,81,53,67,17,141,47,66,115,74,134,63,50,23,18,159,47,45
ENSG00000008018,5664,2129,4261,5042,4170,2224,1573,1012,753,3901,1079,1367,2318,3938,2951,1648,2017,2247,1903,2079,1555,2279
ENSG00000008056,345,289,244,224,136,53,68,34,47,24,27,27,106,59,271,501,44,45,27,289,125,60
ENSG00000008083,9029,6632,9084,7013,8121,2586,1411,2144,1828,2777,1213,1046,2338,3302,3395,2770,1695,1414,769,2403,1555,1812
ENSG00000008086,3212,4119,3059,2871,1856,1517,662,939,844,268,355,532,1153,3455,3025,1330,950,3216,1477,2154,2114,2612
ENSG00000008118,84,141,96,118,404,6,57,13,5,23,19,10,1,11,19,77,5,3,2,39,16,48
ENSG00000008128,450,491,795,848,652,248,208,174,203,365,176,216,198,598,471,230,359,426,208,337,279,262
ENSG00000008130,1906,851,1670,1839,1395,480,353,214,325,1002,370,1087,1165,3264,1783,942,1622,1545,1231,1353,896,1413
ENSG00000008196,44,390,549,155,7310,61,18,104,126,28,25,188,14,1,143,32,65,39,274,190,634,9
ENSG00000008197,0,2,3,1,0,27,0,15,1,2,2,47,1,1,50,6,2,0,2,3,5,0
ENSG00000008226,133,50,112,103,58,18,21,23,16,34,10,39,49,133,76,69,60,90,61,173,55,64
ENSG00000008256,1898,1292,1716,2101,1497,725,1244,359,403,614,303,725,676,1229,1235,620,735,1058,662,1237,972,945
ENSG00000008277,6498,6044,5319,4584,3564,2317,1179,1328,1484,926,1354,1267,2126,7870,6145,6384,2115,3915,2056,3026,3570,2832
ENSG00000008282,2099,941,1769,1827,1168,794,385,414,367,1001,224,1460,1437,5242,2720,626,2137,2945,1869,1166,765,1303
ENSG00000008283,339,290,266,400,244,119,129,60,81,119,76,123,75,159,208,426,215,491,393,415,369,253
ENSG00000008294,58318,43142,58485,55861,61253,20303,10721,13239,12199,15601,10009,14679,18314,49597,36761,19009,23543,33674,21352,26149,27525,20197
ENSG00000008300,4280,3560,3731,3870,3407,674,381,742,900,245,286,419,1206,2578,1175,1128,615,146,151,977,1092,656
ENSG00000008311,7768,3198,8091,7887,10095,2868,752,1840,1048,1874,1209,1134,2421,6762,2770,667,2386,4415,2780,2121,2687,2266
ENSG00000008323,33,22,35,28,14,7,9,11,12,18,4,19,17,45,51,19,18,26,22,14,24,28
ENSG00000008324,553,338,426,342,370,195,113,119,71,297,132,124,252,339,356,233,194,167,164,134,157,231
ENSG00000008382,314,158,307,368,357,51,76,53,96,149,69,82,128,207,165,75,161,114,83,68,95,105
ENSG00000008394,756,476,520,422,716,565,479,121,182,1220,332,1738,1275,3557,2758,779,2285,1756,939,1334,955,982
ENSG00000008405,3439,2387,3511,3025,2532,1870,901,822,621,1380,659,1476,1818,3406,3489,2844,1901,2634,1744,2865,1999,1653
ENSG00000008438,2,3,4,6,7,3,0,2,1,2,1,1,4,6,4,4,3,4,0,1,2,4
ENSG00000008441,56,72,42,77,35,56,45,14,59,130,13,3873,855,6513,2406,1729,3815,3324,2237,3927,1662,1800
ENSG00000008513,3489,907,1971,2176,1043,1204,262,839,632,917,895,823,444,437,1006,574,405,286,408,2109,1229,906
ENSG00000008516,8,5,6,8,4,1,3,1,4,0,0,3,0,18,5,2,6,10,7,1,0,7
ENSG00000008517,19,14,15,9,16,13,78,15,5,6,38,7,12,60,70,28,14,9,8,37,24,22
ENSG00000008710,1531,646,1152,1282,974,142,89,86,264,322,139,492,710,1508,853,1154,748,676,516,1012,815,801
ENSG00000008735,1922,1020,1525,1666,1301,315,164,323,306,176,204,80,442,533,722,749,359,280,115,386,341,260
ENSG00000008838,2885,1594,2828,2561,2200,652,637,459,598,1314,486,998,1080,2393,1742,881,1070,1262,1124,1515,931,1294
