Gene_ID,metafc,metap,Gene_Symbol,Gene_Description
ENSG00000121775,0.0307740656585275,0.968827611796468,TMEM39B,transmembrane protein 39B
ENSG00000121851,-0.0530333126985717,0.810457690713675,POLR3GL,RNA polymerase III subunit GL
ENSG00000121858,-0.785595844404693,0.0349296090654081,TNFSF10,TNF superfamily member 10
ENSG00000121864,0.0641099863297542,0.950958610362695,ZNF639,zinc finger protein 639
ENSG00000121871,-0.291897069883239,0.850254586307008,SLITRK3,SLIT and NTRK like family member 3
ENSG00000121879,0.0526701426116159,0.969352954017252,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
ENSG00000121892,0.00810324308378039,0.986613068841016,PDS5A,PDS5 cohesin associated factor A
ENSG00000121895,-0.037978645701948,0.88499160948016,TMEM156,transmembrane protein 156
ENSG00000121897,0.0139938730761217,0.983731089315621,LIAS,lipoic acid synthetase
ENSG00000121898,-0.30776635591233,0.62877882547539,CPXM2,"carboxypeptidase X, M14 family member 2"
ENSG00000121900,0.039698761674373,0.971213925042982,TMEM54,transmembrane protein 54
ENSG00000121903,-0.123001806846666,0.849375550117465,ZSCAN20,zinc finger and SCAN domain containing 20
ENSG00000121904,-0.340977813334294,0.42108557791745,CSMD2,CUB and Sushi multiple domains 2
ENSG00000121905,-0.430834891822299,0.856749940679462,HPCA,hippocalcin
ENSG00000121931,0.047232104756746,0.980425748466311,LRIF1,ligand dependent nuclear receptor interacting factor 1
ENSG00000121940,-0.0511576476952646,0.675598976113046,CLCC1,chloride channel CLIC like 1
ENSG00000121957,0.173489540538345,0.75041468721664,GPSM2,G protein signaling modulator 2
ENSG00000121964,-0.0200130281465734,0.996459672382888,GTDC1,glycosyltransferase like domain containing 1
ENSG00000121966,0.0979421519596765,0.6357167369425,CXCR4,C-X-C motif chemokine receptor 4
ENSG00000121988,0.0986005013643462,0.912661950079062,ZRANB3,zinc finger RANBP2-type containing 3
ENSG00000121989,0.0175613724364008,0.910951640063659,ACVR2A,activin A receptor type 2A
ENSG00000122008,-0.0406155861721173,0.766779200005283,POLK,DNA polymerase kappa
ENSG00000122012,-0.188525571372039,0.929078747423356,SV2C,synaptic vesicle glycoprotein 2C
ENSG00000122025,0.246423188603628,,FLT3,fms related receptor tyrosine kinase 3
ENSG00000122026,0.0497336710612927,0.991772789351013,RPL21,ribosomal protein L21
ENSG00000122033,-0.0523858406368675,0.832845336555249,MTIF3,mitochondrial translational initiation factor 3
ENSG00000122034,0.257912042001522,0.289081886199174,GTF3A,general transcription factor IIIA
ENSG00000122035,-0.0795319656575263,0.988823862871609,RASL11A,RAS like family 11 member A
ENSG00000122042,-0.0037048962095795,0.648624286616555,UBL3,ubiquitin like 3
ENSG00000122068,0.0579021940725239,0.388878849069066,FYTTD1,forty-two-three domain containing 1
ENSG00000122085,-0.0335737894503743,0.960329831661953,MTERF4,mitochondrial transcription termination factor 4
ENSG00000122121,0.277935616630607,,XPNPEP2,X-prolyl aminopeptidase 2
ENSG00000122126,-0.0622938482516687,0.838469038674669,OCRL,OCRL inositol polyphosphate-5-phosphatase
ENSG00000122140,0.157621221192751,0.865479705287847,MRPS2,mitochondrial ribosomal protein S2
ENSG00000122176,0.275521346594183,,FMOD,fibromodulin
ENSG00000122188,-0.0138836845106263,0.999630229902714,LAX1,lymphocyte transmembrane adaptor 1
ENSG00000122194,-0.0432958880526992,0.953885458016518,PLG,plasminogen
ENSG00000122203,-0.0169493148544945,0.867078757378414,KIAA1191,KIAA1191
ENSG00000122218,0.00105509385570893,0.999861413167633,COPA,COPI coat complex subunit alpha
ENSG00000122224,0.276464548519865,0.457666042683895,LY9,lymphocyte antigen 9
ENSG00000122254,-0.093003086384107,0.927628989796744,HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2
ENSG00000122257,-0.00446739588314215,0.9962881468895,RBBP6,"RB binding protein 6, ubiquitin ligase"
ENSG00000122299,0.040250927239761,0.960380020482473,ZC3H7A,zinc finger CCCH-type containing 7A
ENSG00000122335,0.0708761407201676,0.768296280179471,SERAC1,serine active site containing 1
ENSG00000122359,-0.273080402697723,0.650098202517279,ANXA11,annexin A11
ENSG00000122367,-0.053778743865471,0.330962440803996,LDB3,LIM domain binding 3
ENSG00000122376,0.188037811480298,0.648702964132017,SHLD2,shieldin complex subunit 2
ENSG00000122378,-0.0920894799232347,0.987799926979043,PRXL2A,peroxiredoxin like 2A
ENSG00000122386,-0.0900383712705189,0.728436407431484,ZNF205,zinc finger protein 205
ENSG00000122390,0.0616666430232269,0.977706614804154,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit"
ENSG00000122406,0.0961078087366918,0.962501294181747,RPL5,ribosomal protein L5
ENSG00000122417,-0.112422971579287,0.805016505694398,ODF2L,outer dense fiber of sperm tails 2 like
ENSG00000122420,-0.275010926222008,0.85771900224414,PTGFR,prostaglandin F receptor
ENSG00000122432,0.0371859035594492,,SPATA1,spermatogenesis associated 1
ENSG00000122435,0.0031021991154508,0.882214874829399,TRMT13,tRNA methyltransferase 13 homolog
ENSG00000122477,-0.150076624209928,0.866745185866135,LRRC39,leucine rich repeat containing 39
ENSG00000122481,-0.0237816105461461,0.983119698849497,RWDD3,RWD domain containing 3
ENSG00000122482,-0.0843753574659751,0.79802529519331,ZNF644,zinc finger protein 644
ENSG00000122483,-0.0937161774734159,0.932214598170665,CCDC18,coiled-coil domain containing 18
ENSG00000122484,0.0693198286183253,0.861509695171109,RPAP2,RNA polymerase II associated protein 2
ENSG00000122490,-0.0334139316262535,0.957622393736627,SLC66A2,solute carrier family 66 member 2
ENSG00000122507,-0.0158956127075512,0.931364582403248,BBS9,Bardet-Biedl syndrome 9
ENSG00000122512,0.0306870545105773,0.614218910873494,PMS2,"PMS1 homolog 2, mismatch repair system component"
ENSG00000122515,0.140213744371836,0.913990677588531,ZMIZ2,zinc finger MIZ-type containing 2
ENSG00000122545,-0.108829431234621,0.871424080990638,SEPTIN7,septin 7
ENSG00000122547,-0.0198868585142545,0.996369072707245,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1
ENSG00000122548,0.210060360151846,0.864275644629842,,
ENSG00000122550,-0.0459294189154816,0.911853549633543,KLHL7,kelch like family member 7
ENSG00000122557,0.0107048162255596,0.998036644489944,HERPUD2,HERPUD family member 2
ENSG00000122565,0.0402562226956463,0.890550263788718,CBX3,chromobox 3
ENSG00000122566,-0.0243790826522342,0.992974088988893,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1
ENSG00000122574,-0.0612459167593716,0.987884586395104,WIPF3,WAS/WASL interacting protein family member 3
ENSG00000122584,-0.192740773521193,0.766491612366999,NXPH1,neurexophilin 1
ENSG00000122585,-0.545590108138748,,NPY,neuropeptide Y
ENSG00000122591,-0.141206216708663,0.78289608928977,HYCC1,hyccin PI4KA lipid kinase complex subunit 1
ENSG00000122592,1.76985142062405,,HOXA7,homeobox A7
ENSG00000122641,-0.301918084248323,0.907842257828125,INHBA,inhibin subunit beta A
ENSG00000122642,-0.123890341522747,0.654645020916999,FKBP9,FKBP prolyl isomerase 9
ENSG00000122643,-0.0113915251315663,0.978352738514202,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
ENSG00000122644,-0.4375173429197,0.408340245045586,ARL4A,ADP ribosylation factor like GTPase 4A
ENSG00000122674,0.00736814203785627,0.989219179507559,CCZ1,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated"
ENSG00000122678,0.044565588732486,0.978327114423971,POLM,DNA polymerase mu
ENSG00000122687,-0.0387097313460307,0.976730915500026,MRM2,mitochondrial rRNA methyltransferase 2
ENSG00000122691,-0.325467445403418,0.910458419762898,TWIST1,twist family bHLH transcription factor 1
ENSG00000122692,-0.0814166587481495,0.512919615501505,SMU1,SMU1 DNA replication regulator and spliceosomal factor
ENSG00000122694,0.20285981217183,0.448616060174392,GLIPR2,GLI pathogenesis related 2
ENSG00000122696,0.00567288166051975,0.974667027430344,SLC25A51,solute carrier family 25 member 51
ENSG00000122705,0.0134928634300241,0.913338564918607,CLTA,clathrin light chain A
ENSG00000122707,0.139159288173131,0.848179130252742,RECK,reversion inducing cysteine rich protein with kazal motifs
ENSG00000122728,0.204768898369319,0.974617340889693,TAF1L,TATA-box binding protein associated factor 1 like
ENSG00000122729,-0.00766965143008745,0.981761679373625,ACO1,aconitase 1
ENSG00000122733,-0.241676605927949,0.889103968690298,PHF24,PHD finger protein 24
ENSG00000122735,-0.302843815049503,0.514778784630531,DNAI1,dynein axonemal intermediate chain 1
ENSG00000122741,0.031911169877365,0.933039454983917,DCAF10,DDB1 and CUL4 associated factor 10
ENSG00000122756,0.132498270878604,0.935737872845153,CNTFR,ciliary neurotrophic factor receptor
ENSG00000122778,0.0808335170130766,0.851942848293284,KIAA1549,KIAA1549
ENSG00000122779,-0.0064395530246201,0.953883773880063,TRIM24,tripartite motif containing 24
ENSG00000122783,-0.0256008713122887,0.977976490569591,CYREN,cell cycle regulator of NHEJ
ENSG00000122786,0.0853473312039666,0.982144083407667,CALD1,caldesmon 1
ENSG00000122787,0.171187780770797,0.808744215336073,AKR1D1,aldo-keto reductase family 1 member D1
ENSG00000122824,-0.032250821678244,0.995858282914671,NUDT10,nudix hydrolase 10
ENSG00000122861,-0.0362221591207615,0.875724372802688,PLAU,"plasminogen activator, urokinase"
ENSG00000122863,-0.0125213508321343,0.97592047894424,CHST3,carbohydrate sulfotransferase 3
ENSG00000122870,-0.0104849140428813,0.999658099261239,BICC1,BicC family RNA binding protein 1
ENSG00000122873,0.0139930136133362,0.972773803947861,CISD1,CDGSH iron sulfur domain 1
ENSG00000122877,-0.063340228516743,0.929947136371467,EGR2,early growth response 2
ENSG00000122882,-0.0401482701828253,0.948635790458909,ECD,ecdysoneless cell cycle regulator
ENSG00000122884,-0.003808545626445,0.905048159552197,P4HA1,prolyl 4-hydroxylase subunit alpha 1
ENSG00000122912,-0.00078123460054455,0.925796226314476,SLC25A16,solute carrier family 25 member 16
ENSG00000122952,-0.0162809219677318,0.982813320367672,ZWINT,ZW10 interacting kinetochore protein
ENSG00000122958,-0.036239052018717,0.93229190463655,VPS26A,VPS26 retromer complex component A
ENSG00000122965,0.09966819554412,0.872071271212463,RBM19,RNA binding motif protein 19
ENSG00000122966,-0.182746891403918,0.780739184393743,CIT,citron rho-interacting serine/threonine kinase
ENSG00000122970,-0.0386379775295725,0.965153080926997,IFT81,intraflagellar transport 81
ENSG00000122971,0.028875207116085,0.558038848787362,ACADS,acyl-CoA dehydrogenase short chain
ENSG00000122986,-0.0741226823456566,0.897513457860767,HVCN1,hydrogen voltage gated channel 1
ENSG00000123064,0.0389553145285636,0.994933251725948,DDX54,DEAD-box helicase 54
ENSG00000123066,-0.0129563915360171,0.992440409025915,MED13L,mediator complex subunit 13L
ENSG00000123080,-0.293103203306501,0.912434983654327,CDKN2C,cyclin dependent kinase inhibitor 2C
ENSG00000123091,0.000605163553730102,0.959167427832945,RNF11,ring finger protein 11
ENSG00000123094,-0.126402808555358,0.982318180002118,RASSF8,Ras association domain family member 8
ENSG00000123095,-0.539449318439382,0.612439729233859,BHLHE41,basic helix-loop-helix family member e41
ENSG00000123096,-0.661295802891915,0.0150784297471727,SSPN,sarcospan
ENSG00000123104,0.299024625248429,0.79623620526749,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2"
ENSG00000123106,-0.0805833735636182,0.936982550717333,CCDC91,coiled-coil domain containing 91
ENSG00000123119,0.26790710171846,0.667689919123674,NECAB1,N-terminal EF-hand calcium binding protein 1
ENSG00000123124,0.229928929052942,0.392552566759085,WWP1,WW domain containing E3 ubiquitin protein ligase 1
ENSG00000123130,-0.210504577698017,0.337526975866125,ACOT9,acyl-CoA thioesterase 9
ENSG00000123131,-0.0870617593298993,0.94890354683265,PRDX4,peroxiredoxin 4
ENSG00000123136,-0.0856793830413601,0.713788774828131,DDX39A,DExD-box helicase 39A
ENSG00000123143,-0.0125053847549275,0.975234027668989,PKN1,protein kinase N1
ENSG00000123144,-0.0553401462508233,0.926049046750625,TRIR,telomerase RNA component interacting RNase
ENSG00000123146,0.624909225364928,0.0769495649201533,ADGRE5,adhesion G protein-coupled receptor E5
ENSG00000123154,-0.0754804220139665,0.85043931848216,WDR83,WD repeat domain 83
ENSG00000123159,0.0352594747696284,0.986620038508697,GIPC1,GIPC PDZ domain containing family member 1
ENSG00000123178,0.0843819747746343,0.947976536594012,SPRYD7,SPRY domain containing 7
ENSG00000123179,0.178398143361829,0.541575053120762,EBPL,EBP like
ENSG00000123191,0.0194211455261583,0.987921178274049,ATP7B,ATPase copper transporting beta
ENSG00000123200,0.0126264707630998,0.952325825856926,ZC3H13,zinc finger CCCH-type containing 13
ENSG00000123201,0.222413981024858,,,
ENSG00000123213,0.224171773345949,0.578035438325701,NLN,neurolysin
ENSG00000123219,-0.0408199195386893,0.964318472268071,CENPK,centromere protein K
ENSG00000123240,-0.0237856016157875,0.416512196828816,OPTN,optineurin
ENSG00000123243,0.245042020526315,0.901951208841196,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5
ENSG00000123268,0.00503141397783625,0.809438697681413,ATF1,activating transcription factor 1
ENSG00000123297,0.0809560003895807,0.922912058804801,TSFM,"Ts translation elongation factor, mitochondrial"
ENSG00000123307,-0.000564582141304504,0.958562793345249,NEUROD4,neuronal differentiation 4
ENSG00000123329,0.0845172786022487,0.979888504229493,ARHGAP9,Rho GTPase activating protein 9
ENSG00000123338,-0.014350568907364,0.760986731763473,NCKAP1L,NCK associated protein 1 like
ENSG00000123342,0.0170117420733653,0.988529425003748,MMP19,matrix metallopeptidase 19
ENSG00000123349,0.00351238355184155,0.923561661698255,PFDN5,prefoldin subunit 5
ENSG00000123352,-0.0256905967491917,0.953324684475426,SPATS2,spermatogenesis associated serine rich 2
ENSG00000123353,0.0123816200709567,0.974450692805117,ORMDL2,ORMDL sphingolipid biosynthesis regulator 2
ENSG00000123358,0.291607847461725,0.624190610453239,NR4A1,nuclear receptor subfamily 4 group A member 1
ENSG00000123360,0.72306248090833,0.272236749111345,PDE1B,phosphodiesterase 1B
ENSG00000123374,-0.0557543080270512,0.93694071225396,CDK2,cyclin dependent kinase 2
ENSG00000123384,0.085428092317249,0.600757840544248,LRP1,LDL receptor related protein 1
ENSG00000123395,0.0782851607813976,0.594253371327307,ATG101,autophagy related 101
ENSG00000123405,-0.255315531339323,,NFE2,"nuclear factor, erythroid 2"
ENSG00000123411,-0.052323019271819,0.973624156877431,IKZF4,IKAROS family zinc finger 4
ENSG00000123415,-0.110405351875677,0.797723140087797,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1
ENSG00000123416,0.0802344976821091,0.909102899096091,TUBA1B,tubulin alpha 1b
ENSG00000123427,0.0735002245218528,0.873471205519778,EEF1AKMT3,EEF1A lysine methyltransferase 3
ENSG00000123444,-0.065644943064968,0.972823687383578,KBTBD4,kelch repeat and BTB domain containing 4
ENSG00000123453,0.34097824150335,0.823094765524497,SARDH,sarcosine dehydrogenase
ENSG00000123454,-0.253226940142292,,DBH,dopamine beta-hydroxylase
ENSG00000123472,0.0513722732454624,0.971479207472527,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1
ENSG00000123473,-0.0096039984791582,0.985148625212868,STIL,STIL centriolar assembly protein
ENSG00000123485,-0.0269051853003515,0.901694664960158,HJURP,Holliday junction recognition protein
ENSG00000123496,-1.47813110719216,,IL13RA2,interleukin 13 receptor subunit alpha 2
ENSG00000123500,0.135882095996985,0.888197114814192,COL10A1,collagen type X alpha 1 chain
ENSG00000123505,0.0587771789461867,0.946193075358013,AMD1,adenosylmethionine decarboxylase 1
ENSG00000123545,0.115715133166589,0.741122128658323,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4
ENSG00000123552,-0.0461573717362918,0.470731819150433,USP45,ubiquitin specific peptidase 45
ENSG00000123560,0.247146095957333,0.305464863185836,PLP1,proteolipid protein 1
ENSG00000123562,-0.161740490963603,0.514804412450308,MORF4L2,mortality factor 4 like 2
ENSG00000123570,-0.0893271375544402,0.838725979144018,RAB9B,"RAB9B, member RAS oncogene family"
ENSG00000123572,-0.381973411837496,0.946391516978304,NRK,Nik related kinase
ENSG00000123575,-0.132406212652086,0.593721632873277,FAM199X,"family with sequence similarity 199, X-linked"
ENSG00000123595,-0.0701961962861162,0.899143862427587,RAB9A,"RAB9A, member RAS oncogene family"
ENSG00000123600,0.107238734558908,0.934030470913226,METTL8,"methyltransferase 8, tRNA N3-cytidine"
ENSG00000123607,-0.115060513817519,0.80205498815916,TTC21B,tetratricopeptide repeat domain 21B
ENSG00000123609,-0.676009500327484,0.408508807635582,NMI,N-myc and STAT interactor
ENSG00000123610,0.418855052245516,,TNFAIP6,TNF alpha induced protein 6
ENSG00000123612,-0.577121402380522,0.661540699849593,ACVR1C,activin A receptor type 1C
ENSG00000123636,-0.152860758626194,0.233776653712835,BAZ2B,bromodomain adjacent to zinc finger domain 2B
ENSG00000123643,-0.0399834716364012,0.992067437583125,SLC36A1,solute carrier family 36 member 1
ENSG00000123684,-0.0117723125430195,0.431271591692441,LPGAT1,lysophosphatidylglycerol acyltransferase 1
ENSG00000123685,0.0129460815908697,0.963729028350878,BATF3,basic leucine zipper ATF-like transcription factor 3
ENSG00000123689,0.202637589009569,0.968291333096768,G0S2,G0/G1 switch 2
ENSG00000123700,0.126179074862834,0.916668646722503,KCNJ2,potassium inwardly rectifying channel subfamily J member 2
ENSG00000123728,-0.0622006476565058,0.978956800683706,RAP2C,"RAP2C, member of RAS oncogene family"
ENSG00000123737,-0.0396233326337203,0.524536685605064,EXOSC9,exosome component 9
ENSG00000123739,-0.0325772009744094,0.977473586656748,PLA2G12A,phospholipase A2 group XIIA
ENSG00000123810,-0.0348113572025556,0.996788695673074,B9D2,B9 domain containing 2
ENSG00000123815,-0.131232186039251,0.585061803723423,COQ8B,coenzyme Q8B
ENSG00000123836,-0.0623699763861781,0.79854617854506,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
ENSG00000123843,0.220925122524051,0.463590085491891,C4BPB,complement component 4 binding protein beta
ENSG00000123892,-0.460115440257588,0.725893529984401,RAB38,"RAB38, member RAS oncogene family"
ENSG00000123901,0.136915606200876,0.964970349747106,GPR83,G protein-coupled receptor 83
ENSG00000123908,0.148311264345741,0.725137416875604,AGO2,argonaute RISC catalytic component 2
ENSG00000123933,-0.0553766333348959,0.697574666212673,MXD4,MAX dimerization protein 4
ENSG00000123975,0.282511083796405,0.405873276776643,CKS2,CDC28 protein kinase regulatory subunit 2
ENSG00000123977,-0.233830123061545,0.949283707366563,DAW1,dynein assembly factor with WD repeats 1
ENSG00000123983,0.0262360952289234,0.955696131377672,ACSL3,acyl-CoA synthetase long chain family member 3
ENSG00000123989,-0.0470841055553229,0.949385397045902,CHPF,chondroitin polymerizing factor
ENSG00000123992,-0.00412177813410445,0.975658168592782,DNPEP,aspartyl aminopeptidase
ENSG00000123999,0.0376074237033505,0.919716158747771,INHA,inhibin subunit alpha
ENSG00000124006,-0.024102854730059,0.962345599099337,OBSL1,obscurin like cytoskeletal adaptor 1
ENSG00000124019,0.109262419077209,0.886843612983384,FAM124B,family with sequence similarity 124 member B
ENSG00000124067,-0.0096038093249154,0.955711429483062,SLC12A4,solute carrier family 12 member 4
ENSG00000124074,-0.127382097524082,0.758197221023741,ENKD1,enkurin domain containing 1
ENSG00000124091,0.0223878288895089,0.979654968799232,GCNT7,glucosaminyl (N-acetyl) transferase family member 7
ENSG00000124092,0.0924946293845446,0.872629461349425,CTCFL,CCCTC-binding factor like
ENSG00000124098,0.095934090219687,0.94098854686504,FAM210B,family with sequence similarity 210 member B
ENSG00000124104,-0.0122581378157795,0.673166441250633,SNX21,sorting nexin family member 21
ENSG00000124116,0.0387543453079083,0.996574161202961,WFDC3,WAP four-disulfide core domain 3
ENSG00000124120,0.0469784312042733,0.920222958071758,TTPAL,alpha tocopherol transfer protein like
ENSG00000124126,-0.137892513510264,0.971942150539734,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
ENSG00000124134,0.0675039619429835,0.997408667627461,KCNS1,potassium voltage-gated channel modifier subfamily S member 1
ENSG00000124140,-0.0801054245711825,0.813129469188946,SLC12A5,solute carrier family 12 member 5
ENSG00000124143,0.651644106530141,,ARHGAP40,Rho GTPase activating protein 40
ENSG00000124145,-0.151311496288672,0.956122744757436,SDC4,syndecan 4
ENSG00000124151,-0.179774797478719,0.501292448593411,NCOA3,nuclear receptor coactivator 3
ENSG00000124155,-0.123622064116482,0.911616981185246,PIGT,phosphatidylinositol glycan anchor biosynthesis class T
ENSG00000124159,-0.200230661952914,,MATN4,matrilin 4
ENSG00000124160,-0.130808087259415,0.936654409019895,NCOA5,nuclear receptor coactivator 5
ENSG00000124164,0.110265955009454,0.621592568420541,VAPB,VAMP associated protein B and C
ENSG00000124171,-0.00616233121892201,0.99786983525062,PARD6B,par-6 family cell polarity regulator beta
ENSG00000124172,-0.00133303321206425,0.913740588751332,ATP5F1E,ATP synthase F1 subunit epsilon
ENSG00000124177,-0.00574983139639745,0.99920107897613,CHD6,chromodomain helicase DNA binding protein 6
ENSG00000124181,0.040803602476879,0.978910941041827,PLCG1,phospholipase C gamma 1
ENSG00000124191,-0.490061632139327,0.369347851144802,TOX2,TOX high mobility group box family member 2
ENSG00000124193,0.0663558075791079,0.964260689904523,SRSF6,serine and arginine rich splicing factor 6
ENSG00000124194,-0.0945959913652594,0.990170123110601,GDAP1L1,ganglioside induced differentiation associated protein 1 like 1
ENSG00000124198,-0.0744701933118266,0.797912775652664,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
ENSG00000124201,-0.224987845741917,0.52711469952868,ZNFX1,zinc finger NFX1-type containing 1
ENSG00000124205,-1.59463097712822,0.0909945532101998,EDN3,endothelin 3
ENSG00000124207,0.0565556947769857,0.703072481769581,CSE1L,chromosome segregation 1 like
ENSG00000124208,0.0473747695060375,0.994799366571884,PEDS1-UBE2V1,PEDS1-UBE2V1 readthrough
ENSG00000124209,0.0200670596114192,0.985975816276659,RAB22A,"RAB22A, member RAS oncogene family"
ENSG00000124212,0.287062983489558,0.861318268351074,PTGIS,prostaglandin I2 synthase
ENSG00000124214,0.0783709260382162,0.796858250772212,STAU1,staufen double-stranded RNA binding protein 1
ENSG00000124215,0.095727868089476,0.87699130244324,CDH26,cadherin 26
ENSG00000124216,0.0454713093642135,0.762212911860792,SNAI1,snail family transcriptional repressor 1
ENSG00000124217,-0.0688963396192823,0.869662147268045,MOCS3,molybdenum cofactor synthesis 3
ENSG00000124222,-0.0226911777437154,0.979167968069001,STX16,syntaxin 16
ENSG00000124225,0.136750129468303,0.862832501871218,PMEPA1,"prostate transmembrane protein, androgen induced 1"
ENSG00000124226,0.015758510596108,0.31122339365814,RNF114,ring finger protein 114
ENSG00000124228,0.0100957542663113,0.929923968021967,DDX27,DEAD-box helicase 27
ENSG00000124243,-0.129417393303144,0.865470386176228,BCAS4,breast carcinoma amplified sequence 4
ENSG00000124249,0.188040481948471,,KCNK15,potassium two pore domain channel subfamily K member 15
ENSG00000124251,-0.188371997035471,0.385484305714033,TP53TG5,TP53 target 5
ENSG00000124253,-0.782504458560052,,PCK1,phosphoenolpyruvate carboxykinase 1
ENSG00000124256,0.196772563929335,0.747100600100215,ZBP1,Z-DNA binding protein 1
ENSG00000124257,0.011900914112461,0.899607675818122,NEURL2,neuralized E3 ubiquitin protein ligase 2
ENSG00000124260,0.0279037163551184,0.999400472536314,MAGEA10,MAGE family member A10
ENSG00000124275,0.0461434126353582,0.891651903136184,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
ENSG00000124279,-0.0528930132402878,0.979520476183489,FASTKD3,FAST kinase domains 3
ENSG00000124299,0.0707723961080903,0.971938788548231,PEPD,peptidase D
ENSG00000124302,0.287089466995762,0.941130487300085,CHST8,carbohydrate sulfotransferase 8
ENSG00000124313,-0.222033685790348,0.952074154790927,IQSEC2,IQ motif and Sec7 domain ArfGEF 2
ENSG00000124333,0.0387842712299938,0.945947132656393,VAMP7,vesicle associated membrane protein 7
ENSG00000124334,0.145608581951285,,IL9R,interleukin 9 receptor
ENSG00000124356,0.032338208729252,0.908917001523803,STAMBP,STAM binding protein
ENSG00000124357,0.0248432179618247,0.981181259186596,NAGK,N-acetylglucosamine kinase
ENSG00000124370,-0.0038131005893234,0.987141305515235,MCEE,methylmalonyl-CoA epimerase
ENSG00000124374,-0.0881106094962195,0.959466843518017,PAIP2B,poly(A) binding protein interacting protein 2B
ENSG00000124380,0.0464101637025871,0.633632276244911,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27
ENSG00000124383,-0.0128899682260946,0.948063472977675,MPHOSPH10,M-phase phosphoprotein 10
ENSG00000124406,0.106024099069447,0.907394831441601,ATP8A1,ATPase phospholipid transporting 8A1
ENSG00000124422,-0.0266056239199357,0.873726317614318,USP22,ubiquitin specific peptidase 22
ENSG00000124429,0.10722116805243,0.965177580098902,POF1B,POF1B actin binding protein
ENSG00000124440,0.0044471844851579,0.992745362922294,HIF3A,hypoxia inducible factor 3 subunit alpha
ENSG00000124444,-0.0125999669948495,0.61720349496683,ZNF576,zinc finger protein 576
ENSG00000124459,-0.0747978142722425,0.630109457778894,ZNF45,zinc finger protein 45
ENSG00000124466,0.0343931561408328,,LYPD3,LY6/PLAUR domain containing 3
ENSG00000124469,0.0124071829929079,0.997816993656121,CEACAM8,CEA cell adhesion molecule 8
ENSG00000124479,-0.155946811270629,0.88987201260813,NDP,norrin cystine knot growth factor NDP
ENSG00000124486,-0.111705399073324,0.864762000027424,USP9X,ubiquitin specific peptidase 9 X-linked
ENSG00000124491,-0.0434469778931901,,F13A1,coagulation factor XIII A chain
ENSG00000124493,0.0449110504765656,0.980227315100581,GRM4,glutamate metabotropic receptor 4
ENSG00000124496,-0.0296516964445976,0.712435989911166,TRERF1,transcriptional regulating factor 1
ENSG00000124507,-0.344966330069125,0.912700231846611,PACSIN1,protein kinase C and casein kinase substrate in neurons 1
ENSG00000124508,-0.181414199934911,0.520453882593604,BTN2A2,butyrophilin subfamily 2 member A2
ENSG00000124523,0.0285449577167494,0.994210412041448,SIRT5,sirtuin 5
ENSG00000124532,0.0490230417108953,0.911461768246748,MRS2,magnesium transporter MRS2
ENSG00000124535,-0.00314957928232935,0.833651609254656,WRNIP1,WRN helicase interacting protein 1
ENSG00000124541,-0.0288637570535436,0.855972838511189,RRP36,ribosomal RNA processing 36
ENSG00000124549,-0.0439409458784377,0.976831260417188,,
ENSG00000124562,0.0285749767774425,0.325459595352651,SNRPC,small nuclear ribonucleoprotein polypeptide C
ENSG00000124570,-0.0665918444086645,0.958941565038856,SERPINB6,serpin family B member 6
ENSG00000124571,0.101665257094356,0.839005142335208,XPO5,exportin 5
ENSG00000124574,0.0603267410367399,0.980490475773514,ABCC10,ATP binding cassette subfamily C member 10
ENSG00000124575,-0.538249301092333,0.456219144993763,H1-3,"H1.3 linker histone, cluster member"
ENSG00000124587,-0.0806345674779448,0.968582096672954,PEX6,peroxisomal biogenesis factor 6
ENSG00000124588,-0.0340983739294042,0.856726940414568,NQO2,N-ribosyldihydronicotinamide:quinone dehydrogenase 2
ENSG00000124593,-0.0824346342199334,,"",novel protein
ENSG00000124596,0.0954261770709691,0.209613572485976,OARD1,O-acyl-ADP-ribose deacylase 1
ENSG00000124602,-0.443055742507334,0.613403501790087,UNC5CL,unc-5 family C-terminal like
ENSG00000124608,-0.0579605218889089,0.959582656914286,AARS2,"alanyl-tRNA synthetase 2, mitochondrial"
ENSG00000124613,-0.00154412023725299,0.369249555527045,ZNF391,zinc finger protein 391
