Gene_ID,metafc,metap,Gene_Symbol,Gene_Description
ENSG00000000003,-0.186038054866041,0.645625653566604,TSPAN6,tetraspanin 6
ENSG00000000005,-0.66979502288005,0.782505505534352,TNMD,tenomodulin
ENSG00000000419,-0.0297638937635778,0.82462883129172,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
ENSG00000000457,-0.051155767723067,0.640138176925164,SCYL3,SCY1 like pseudokinase 3
ENSG00000000460,-0.071695612129821,0.316194042822622,FIRRM,FIGNL1 interacting regulator of recombination and mitosis
ENSG00000000971,-0.358713621571228,0.87807986249093,CFH,complement factor H
ENSG00000001036,-0.223867153670682,0.790186916713964,FUCA2,alpha-L-fucosidase 2
ENSG00000001084,0.0484235238634305,0.758769816158725,GCLC,glutamate-cysteine ligase catalytic subunit
ENSG00000001167,0.088631397669633,0.673903384433252,NFYA,nuclear transcription factor Y subunit alpha
ENSG00000001460,-0.086110270053782,0.975112350025158,STPG1,sperm tail PG-rich repeat containing 1
ENSG00000001461,-0.174421091049121,0.803057344869585,NIPAL3,NIPA like domain containing 3
ENSG00000001497,-0.0138126998892555,0.956750366091996,LAS1L,LAS1 like ribosome biogenesis factor
ENSG00000001561,0.0793094091641415,0.9183409633886,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4
ENSG00000001617,0.178991931256793,0.980969469117981,SEMA3F,semaphorin 3F
ENSG00000001626,-0.0806493631039635,0.993667034520024,CFTR,CF transmembrane conductance regulator
ENSG00000001629,0.0651968114297901,0.942233441331821,ANKIB1,ankyrin repeat and IBR domain containing 1
ENSG00000001630,0.119284596920274,0.650312011495279,CYP51A1,cytochrome P450 family 51 subfamily A member 1
ENSG00000001631,-0.0749534473073415,0.875603580026075,KRIT1,KRIT1 ankyrin repeat containing
ENSG00000002016,0.11317870652363,0.887406129847426,RAD52,"RAD52 homolog, DNA repair protein"
ENSG00000002330,-0.127009451956563,0.944067166954495,BAD,BCL2 associated agonist of cell death
ENSG00000002549,0.16429959614588,0.870463938825499,LAP3,leucine aminopeptidase 3
ENSG00000002586,0.140304446373135,0.181879263964935,CD99,CD99 molecule (Xg blood group)
ENSG00000002587,0.116930766334376,0.983545707076532,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
ENSG00000002726,0.0956222098407588,,AOC1,amine oxidase copper containing 1
ENSG00000002745,0.0536276218709884,,WNT16,Wnt family member 16
ENSG00000002746,-0.025013494491077,0.316529601359561,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
ENSG00000002822,-0.0105565136193457,0.999440012264717,MAD1L1,mitotic arrest deficient 1 like 1
ENSG00000002834,-0.0243008729950721,0.981235170377513,LASP1,LIM and SH3 protein 1
ENSG00000002919,0.0401048270971754,0.981929287819212,SNX11,sorting nexin 11
ENSG00000002933,0.0137671557223805,0.751473408010551,TMEM176A,transmembrane protein 176A
ENSG00000003056,-0.00486530038232498,0.999619793401714,M6PR,"mannose-6-phosphate receptor, cation dependent"
ENSG00000003096,-0.0138558879279511,0.982266421117464,KLHL13,kelch like family member 13
ENSG00000003137,1.48377412539915,0.0189533207083871,CYP26B1,cytochrome P450 family 26 subfamily B member 1
ENSG00000003147,0.0545955288435507,0.947904149807961,ICA1,islet cell autoantigen 1
ENSG00000003249,0.087361992588945,0.518048743309096,DBNDD1,dysbindin domain containing 1
ENSG00000003393,-0.0034597186910176,0.997914030870994,ALS2,alsin Rho guanine nucleotide exchange factor ALS2
ENSG00000003400,0.184183207434948,0.832240679230225,CASP10,caspase 10
ENSG00000003402,-0.226398531783862,0.281612572829587,CFLAR,CASP8 and FADD like apoptosis regulator
ENSG00000003436,-0.313865952695634,0.356718392581106,TFPI,tissue factor pathway inhibitor
ENSG00000003509,-0.095628771589545,0.649650959993122,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7
ENSG00000003756,-0.0985758141945985,0.814474975837368,RBM5,RNA binding motif protein 5
ENSG00000003987,0.0221552712780009,0.963895320454374,MTMR7,myotubularin related protein 7
ENSG00000003989,0.122071302395842,0.653070388335941,SLC7A2,solute carrier family 7 member 2
ENSG00000004059,-0.0885491114461097,0.893777085567053,ARF5,ADP ribosylation factor 5
ENSG00000004139,0.0257841387602462,0.984836737082565,SARM1,sterile alpha and TIR motif containing 1
ENSG00000004142,-0.0155543404779037,0.996332943689069,POLDIP2,DNA polymerase delta interacting protein 2
ENSG00000004399,0.162379098752731,0.760838468704955,PLXND1,plexin D1
ENSG00000004455,0.022368972021721,0.899407628576108,AK2,adenylate kinase 2
ENSG00000004468,0.469928734602209,0.495848718400718,CD38,CD38 molecule
ENSG00000004478,0.173692098236558,0.582803802989409,FKBP4,FKBP prolyl isomerase 4
ENSG00000004487,0.0137340433795964,0.965854029366762,KDM1A,lysine demethylase 1A
ENSG00000004534,-0.0598757825007119,0.935647899729821,RBM6,RNA binding motif protein 6
ENSG00000004660,0.0474463268572853,0.993468829289648,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1
ENSG00000004700,0.0559832988627042,0.78800454902336,RECQL,RecQ like helicase
ENSG00000004766,-0.0559826782521865,0.852024509474111,VPS50,VPS50 subunit of EARP/GARPII complex
ENSG00000004776,-0.0650972291698563,,HSPB6,heat shock protein family B (small) member 6
ENSG00000004777,-0.0319214303103201,0.990410144963972,ARHGAP33,Rho GTPase activating protein 33
ENSG00000004779,0.0774022191902508,0.941188868885095,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1
ENSG00000004799,-0.736327817290801,0.155882617751611,PDK4,pyruvate dehydrogenase kinase 4
ENSG00000004809,0.153328884671381,0.833108249372572,SLC22A16,solute carrier family 22 member 16
ENSG00000004838,-0.315826185283899,0.763514013033941,ZMYND10,zinc finger MYND-type containing 10
ENSG00000004846,0.406399071369597,0.650245548386274,ABCB5,ATP binding cassette subfamily B member 5
ENSG00000004848,-0.65650482776749,0.0164023767368085,ARX,aristaless related homeobox
ENSG00000004864,0.0748498770269488,0.865418692904065,SLC25A13,solute carrier family 25 member 13
ENSG00000004866,-0.134779933693705,0.779428046865894,ST7,suppression of tumorigenicity 7
ENSG00000004897,-0.0108100853922535,0.975911564541239,CDC27,cell division cycle 27
ENSG00000004939,0.207310562952667,0.724892033172343,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
ENSG00000004948,-0.774618797535833,,CALCR,calcitonin receptor
ENSG00000004961,0.0309054157032801,0.964038012691332,HCCS,holocytochrome c synthase
ENSG00000004975,-0.0420779310530427,0.803304301669994,DVL2,dishevelled segment polarity protein 2
ENSG00000005007,0.0321721460809322,0.897193332391438,UPF1,UPF1 RNA helicase and ATPase
ENSG00000005020,-0.367053173044073,0.380455405652846,SKAP2,src kinase associated phosphoprotein 2
ENSG00000005022,0.0554860415675639,0.966260613557495,SLC25A5,solute carrier family 25 member 5
ENSG00000005059,-0.0451229785667452,0.989497624739932,MCUB,mitochondrial calcium uniporter dominant negative subunit beta
ENSG00000005075,-0.034403976884429,0.754366767633134,POLR2J,RNA polymerase II subunit J
ENSG00000005100,0.231406584355277,0.495048511810058,DHX33,DEAH-box helicase 33
ENSG00000005102,-0.172209333860084,,MEOX1,mesenchyme homeobox 1
ENSG00000005108,-0.238903025842513,0.563971797435189,THSD7A,thrombospondin type 1 domain containing 7A
ENSG00000005156,-0.0335470811851739,0.980019798187331,LIG3,DNA ligase 3
ENSG00000005175,0.0341326762216565,0.98736235642763,RPAP3,RNA polymerase II associated protein 3
ENSG00000005187,0.130251961403811,0.851126443811904,ACSM3,acyl-CoA synthetase medium chain family member 3
ENSG00000005189,0.119501946188179,0.618796596340757,REXO5,RNA exonuclease 5
ENSG00000005194,-0.0391199837892658,0.980587081589362,CIAPIN1,cytokine induced apoptosis inhibitor 1
ENSG00000005206,0.0765677490143236,0.908885439908925,SPPL2B,signal peptide peptidase like 2B
ENSG00000005238,-0.00544164955914305,0.9872935475479,ATOSB,atos homolog B
ENSG00000005243,-0.358012615621976,0.796145165857089,COPZ2,COPI coat complex subunit zeta 2
ENSG00000005249,0.0626356415787415,0.439034554952783,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta
ENSG00000005302,-0.0160328243865204,0.954075305624931,MSL3,MSL complex subunit 3
ENSG00000005339,0.0573032888629477,0.964506231648096,CREBBP,CREB binding protein
ENSG00000005379,-0.190728710719263,0.911953003292584,TSPOAP1,TSPO associated protein 1
ENSG00000005421,0.138204734745116,,PON1,paraoxonase 1
ENSG00000005436,-0.107664035861176,0.902958199336709,GCFC2,GC-rich sequence DNA-binding factor 2
ENSG00000005448,-0.0965875948476051,0.913253675335266,WDR54,WD repeat domain 54
ENSG00000005469,-0.164693313016624,0.739443647903098,CROT,carnitine O-octanoyltransferase
ENSG00000005471,0.102121787096841,0.98330730686704,ABCB4,ATP binding cassette subfamily B member 4
ENSG00000005483,-0.0427997991699339,0.669367110390527,KMT2E,lysine methyltransferase 2E (inactive)
ENSG00000005486,-0.0521309341542058,0.993863920457821,RHBDD2,rhomboid domain containing 2
ENSG00000005513,0.421359477147134,0.729459969731675,SOX8,SRY-box transcription factor 8
ENSG00000005700,-0.0289623772710483,0.985524179186066,IBTK,inhibitor of Bruton tyrosine kinase
ENSG00000005801,0.0078877963463536,0.905284518740772,ZNF195,zinc finger protein 195
ENSG00000005810,-0.0478890908599675,0.901114382518832,MYCBP2,MYC binding protein 2
ENSG00000005812,0.0116791084251956,0.921503937467408,FBXL3,F-box and leucine rich repeat protein 3
ENSG00000005844,0.110584943044809,0.869085376546611,ITGAL,integrin subunit alpha L
ENSG00000005882,-0.0748938714081845,0.759100043918589,PDK2,pyruvate dehydrogenase kinase 2
ENSG00000005884,0.191509618434464,0.794297036060002,ITGA3,integrin subunit alpha 3
ENSG00000005889,-0.159289275032744,0.232915320737339,ZFX,zinc finger protein X-linked
ENSG00000005893,-0.0440281718193224,0.946328546133521,LAMP2,lysosomal associated membrane protein 2
ENSG00000005961,-0.0589650128633214,0.959340391132396,ITGA2B,integrin subunit alpha 2b
ENSG00000005981,-0.0325333495021945,0.675867369501619,ASB4,ankyrin repeat and SOCS box containing 4
ENSG00000006007,-0.045946631594973,0.972157140977532,GDE1,glycerophosphodiester phosphodiesterase 1
ENSG00000006015,-0.0152517887906703,0.985205533886833,REX1BD,required for excision 1-B domain containing
ENSG00000006016,0.0404260925057956,0.955598528109936,CRLF1,cytokine receptor like factor 1
ENSG00000006025,0.0242005123895688,0.991420127023089,OSBPL7,oxysterol binding protein like 7
ENSG00000006042,-0.100518825377876,0.91240900706576,TMEM98,transmembrane protein 98
ENSG00000006047,-0.0354886889206923,0.885785875270979,YBX2,Y-box binding protein 2
ENSG00000006062,-0.0130684269901998,0.997812590527323,MAP3K14,mitogen-activated protein kinase kinase kinase 14
ENSG00000006071,-0.0642241808234265,0.776725598052433,ABCC8,ATP binding cassette subfamily C member 8
ENSG00000006116,0.509253962378003,,CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3
ENSG00000006118,0.00590695386405975,0.913448884549002,TMEM132A,transmembrane protein 132A
ENSG00000006125,0.121035888964101,0.619769130313185,AP2B1,adaptor related protein complex 2 subunit beta 1
ENSG00000006128,0.145498332847475,0.509900136905039,TAC1,tachykinin precursor 1
ENSG00000006194,-0.00582131130490531,0.86243732069782,ZNF263,zinc finger protein 263
ENSG00000006210,0.105050517042315,0.975419230583273,CX3CL1,C-X3-C motif chemokine ligand 1
ENSG00000006282,-0.0580040862189958,0.992935441210755,SPATA20,spermatogenesis associated 20
ENSG00000006283,-0.409049614761283,0.393109871267099,CACNA1G,calcium voltage-gated channel subunit alpha1 G
ENSG00000006327,0.275870402490455,0.933998841343243,TNFRSF12A,TNF receptor superfamily member 12A
ENSG00000006377,-1.55440236732424,,DLX6,distal-less homeobox 6
ENSG00000006432,0.0717998036786208,0.972575062462076,MAP3K9,mitogen-activated protein kinase kinase kinase 9
ENSG00000006451,0.100982774836081,0.404289996759088,RALA,RAS like proto-oncogene A
ENSG00000006453,-0.0345874644387085,0.825776508668551,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1
ENSG00000006459,0.0715068326021484,0.938714320892132,KDM7A,lysine demethylase 7A
ENSG00000006468,0.107060831616635,0.975900278167472,ETV1,ETS variant transcription factor 1
ENSG00000006530,0.0185431594098784,0.936028645584495,AGK,acylglycerol kinase
ENSG00000006534,-0.107897481230033,0.865376941002557,ALDH3B1,aldehyde dehydrogenase 3 family member B1
ENSG00000006555,0.115493514058103,0.972072888544616,TTC22,tetratricopeptide repeat domain 22
ENSG00000006576,0.0312970242267894,0.936518949668815,PHTF2,putative homeodomain transcription factor 2
ENSG00000006607,0.117267392887631,0.769279481602012,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
ENSG00000006611,-0.209537323567506,,USH1C,USH1 protein network component harmonin
ENSG00000006625,0.0281563212441936,0.989256288385339,GGCT,gamma-glutamylcyclotransferase
ENSG00000006634,0.0750126369549202,0.946639559296748,DBF4,DBF4-CDC7 kinase regulatory subunit
ENSG00000006638,0.13430224233228,,TBXA2R,thromboxane A2 receptor
ENSG00000006652,-0.0584516227233621,0.967948625945184,IFRD1,interferon related developmental regulator 1
ENSG00000006659,-0.10623522115985,,LGALS14,galectin 14
ENSG00000006695,0.120949843443847,0.758754359998056,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
ENSG00000006704,-0.109990387581963,0.845397869068483,GTF2IRD1,GTF2I repeat domain containing 1
ENSG00000006712,0.00527876237710505,0.790630516937064,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component"
ENSG00000006715,-0.0487733301493949,0.946189453164001,VPS41,VPS41 subunit of HOPS complex
ENSG00000006740,-0.180756107714792,0.427714990000978,ARHGAP44,Rho GTPase activating protein 44
ENSG00000006744,-0.0780164946137535,0.957760178730656,ELAC2,elaC ribonuclease Z 2
ENSG00000006747,0.0158733102239145,0.944030131084414,SCIN,scinderin
ENSG00000006756,-0.0754125860243495,0.506945951705298,ARSD,arylsulfatase D
ENSG00000006757,-0.0777320374774115,0.946247145746692,PNPLA4,patatin like phospholipase domain containing 4
ENSG00000006831,0.100980352535802,0.664041627225458,ADIPOR2,adiponectin receptor 2
ENSG00000006837,0.0330864749595538,0.94582864291678,CDKL3,cyclin dependent kinase like 3
ENSG00000007001,0.252947472882942,,UPP2,uridine phosphorylase 2
ENSG00000007047,0.0651657832455751,0.972508372058163,MARK4,microtubule affinity regulating kinase 4
ENSG00000007062,-0.212299314183914,0.971386427652059,PROM1,prominin 1
ENSG00000007080,0.152511809163636,0.499447676478289,CCDC124,coiled-coil domain containing 124
ENSG00000007168,-0.0027451146622404,0.982242856876194,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1
ENSG00000007171,0.189903972701996,0.912408948921268,NOS2,nitric oxide synthase 2
ENSG00000007174,-0.532922509816112,0.755278162344529,DNAH9,dynein axonemal heavy chain 9
ENSG00000007202,0.0255459218360424,0.985533632355399,BLTP2,bridge-like lipid transfer protein family member 2
ENSG00000007237,0.0864956365655977,0.935049849187974,GAS7,growth arrest specific 7
ENSG00000007255,-0.0025566298470725,0.786591058899636,TRAPPC6A,trafficking protein particle complex subunit 6A
ENSG00000007264,-0.204604603005134,0.772626029560078,MATK,megakaryocyte-associated tyrosine kinase
ENSG00000007314,-0.00312351120235902,,SCN4A,sodium voltage-gated channel alpha subunit 4
ENSG00000007341,-0.0646617022890435,0.297908474020979,ST7L,suppression of tumorigenicity 7 like
ENSG00000007350,0.988574734886263,0.606198298574833,TKTL1,transketolase like 1
ENSG00000007372,0.312917314520488,0.769426298566477,PAX6,paired box 6
ENSG00000007376,0.0072524172804843,0.995745608705669,RPUSD1,RNA pseudouridine synthase domain containing 1
ENSG00000007384,0.0447803403194267,0.99172117840986,RHBDF1,rhomboid 5 homolog 1
ENSG00000007392,-0.0288570794136069,0.987411789412163,LUC7L,LUC7 like
ENSG00000007402,-0.491053114216975,0.675643720417688,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
ENSG00000007516,0.077859712426731,0.916856039093103,BAIAP3,BAI1 associated protein 3
ENSG00000007520,-0.142806933942136,0.78557947469895,TSR3,TSR3 ribosome maturation factor
ENSG00000007541,-0.127039129197961,0.590383393146087,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q
ENSG00000007545,0.0492069447885113,0.980140443056348,CRAMP1,cramped chromatin regulator homolog 1
ENSG00000007866,0.185045551893045,0.830711804417918,TEAD3,TEA domain transcription factor 3
ENSG00000007923,0.0627069606766975,0.956112967915086,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11
ENSG00000007933,0.398336475333653,0.494015808380253,FMO3,flavin containing dimethylaniline monoxygenase 3
ENSG00000007944,-0.120635103777684,0.957875821465554,MYLIP,myosin regulatory light chain interacting protein
ENSG00000007952,0.115461724928906,,NOX1,NADPH oxidase 1
ENSG00000007968,-0.0235623949805315,0.873125402403197,E2F2,E2F transcription factor 2
ENSG00000008018,-0.00395095880279625,0.324149479254413,PSMB1,proteasome 20S subunit beta 1
ENSG00000008056,-0.014955792807172,0.99405221348108,SYN1,synapsin I
ENSG00000008083,0.0366896903318874,0.986695050988204,JARID2,jumonji and AT-rich interaction domain containing 2
ENSG00000008086,-0.104659607108237,0.963856048498646,CDKL5,cyclin dependent kinase like 5
ENSG00000008118,-0.461804999529671,0.880841619051027,CAMK1G,calcium/calmodulin dependent protein kinase IG
ENSG00000008128,0.233342894048946,0.000286423016948301,CDK11A,cyclin dependent kinase 11A
ENSG00000008130,0.0322294441382398,0.943263531475235,NADK,NAD kinase
ENSG00000008196,-0.48950159431966,0.891355164489598,TFAP2B,transcription factor AP-2 beta
ENSG00000008226,-0.113412089818936,0.937249136597319,DLEC1,DLEC1 cilia and flagella associated protein
ENSG00000008256,0.0384986918928774,0.994359768156935,CYTH3,cytohesin 3
ENSG00000008277,0.0210370765914131,0.993935810335415,ADAM22,ADAM metallopeptidase domain 22
ENSG00000008282,0.255185851543859,0.452555177151302,SYPL1,synaptophysin like 1
ENSG00000008283,-0.291616620668351,0.722712374781068,CYB561,cytochrome b561
ENSG00000008294,-0.0741131279604182,0.87645314155685,SPAG9,sperm associated antigen 9
ENSG00000008300,0.187483731634446,0.88812339912565,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
ENSG00000008311,-0.229027174705398,0.425871430789376,AASS,aminoadipate-semialdehyde synthase
ENSG00000008323,0.118676239351558,0.711402460013018,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6
ENSG00000008324,0.0511682283223867,0.872013643468144,SS18L2,SS18 like 2
ENSG00000008382,0.121078498395308,0.937319882616939,MPND,MPN domain containing
ENSG00000008394,0.0661696677074615,0.723854548822431,MGST1,microsomal glutathione S-transferase 1
ENSG00000008405,-0.00741316940528475,0.759072432637761,CRY1,cryptochrome circadian regulator 1
ENSG00000008438,-0.21140719182135,,PGLYRP1,peptidoglycan recognition protein 1
ENSG00000008441,0.495911682737287,0.551395621758751,NFIX,nuclear factor I X
ENSG00000008513,-0.397862553865834,0.473092990725279,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
ENSG00000008516,-0.1281112683403,,MMP25,matrix metallopeptidase 25
ENSG00000008517,0.390933795729242,0.912750127087401,IL32,interleukin 32
ENSG00000008710,-0.0172980942926959,0.997790012794654,PKD1,"polycystin 1, transient receptor potential channel interacting"
ENSG00000008735,0.0153466747636873,0.99901760417991,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2
ENSG00000008838,0.0320508405947644,0.991055860948637,MED24,mediator complex subunit 24
ENSG00000008853,0.10844776233497,0.929018236429275,RHOBTB2,Rho related BTB domain containing 2
ENSG00000008869,-0.0416907623835785,0.983557669831799,HEATR5B,HEAT repeat containing 5B
ENSG00000008952,0.0228145617276597,0.994497591391871,SEC62,"SEC62 homolog, preprotein translocation factor"
ENSG00000008988,0.0750481269567416,0.917603241363237,RPS20,ribosomal protein S20
ENSG00000009307,-0.0008863828760775,0.977575998490146,CSDE1,cold shock domain containing E1
ENSG00000009335,-0.00038831706031005,0.978316929349195,UBE3C,ubiquitin protein ligase E3C
ENSG00000009413,0.0652700882413298,0.690747866512321,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit"
ENSG00000009694,-0.475492332012191,0.766196459453619,TENM1,teneurin transmembrane protein 1
ENSG00000009709,1.2762348917047,0.158087264437896,PAX7,paired box 7
ENSG00000009724,-0.0795498889812038,0.950979215108141,MASP2,MBL associated serine protease 2
ENSG00000009765,0.0300121714958395,0.754995554495864,IYD,iodotyrosine deiodinase
ENSG00000009780,-0.037016344332509,0.944828348497809,FAM76A,family with sequence similarity 76 member A
ENSG00000009790,0.0716404044997412,0.978926666623718,TRAF3IP3,TRAF3 interacting protein 3
ENSG00000009830,-0.0215483758709228,0.880806346103418,POMT2,protein O-mannosyltransferase 2
ENSG00000009844,0.0725300794169051,0.640359257082903,VTA1,vesicle trafficking 1
ENSG00000009950,-0.0704882757526423,0.958516577347048,MLXIPL,MLX interacting protein like
ENSG00000009954,-0.0204760846103612,0.607392608695523,BAZ1B,bromodomain adjacent to zinc finger domain 1B
ENSG00000010017,-0.0356418728929061,0.772431824894276,RANBP9,RAN binding protein 9
ENSG00000010030,0.192628923449693,0.655166627110278,ETV7,ETS variant transcription factor 7
ENSG00000010072,-0.0001874273441714,0.939158795133191,SPRTN,SprT-like N-terminal domain
ENSG00000010165,0.0786053497230591,0.908824173336306,METTL13,"methyltransferase 13, eEF1A N-terminus and K55"
ENSG00000010219,-0.0280777393816096,0.975085546283295,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
ENSG00000010244,-0.0254145612798421,0.739969376489812,ZNF207,zinc finger protein 207
ENSG00000010256,-0.0216663147059709,0.991119995334188,UQCRC1,ubiquinol-cytochrome c reductase core protein 1
ENSG00000010270,0.0436405644630818,0.929959618343859,STARD3NL,STARD3 N-terminal like
ENSG00000010278,-0.841240293945926,0.369748926807848,CD9,CD9 molecule
ENSG00000010292,-0.0137779769926625,0.987970838965373,NCAPD2,non-SMC condensin I complex subunit D2
ENSG00000010295,-0.0340232495033257,0.995008552983091,IFFO1,intermediate filament family orphan 1
ENSG00000010310,-0.246247154512781,0.544506965120289,GIPR,gastric inhibitory polypeptide receptor
ENSG00000010318,-0.154474057314726,0.73812701884563,PHF7,PHD finger protein 7
ENSG00000010319,-0.174041078940089,,SEMA3G,semaphorin 3G
ENSG00000010322,-0.0150240368252,0.999008792000111,NISCH,nischarin
ENSG00000010327,-0.101551731653217,,STAB1,stabilin 1
ENSG00000010361,-0.204256692000155,0.714734008394445,FUZ,fuzzy planar cell polarity protein
ENSG00000010379,-0.289033941927311,,SLC6A13,solute carrier family 6 member 13
ENSG00000010404,0.0258108675181569,0.952901073203582,IDS,iduronate 2-sulfatase
ENSG00000010438,-0.396502049099374,,PRSS3,serine protease 3
ENSG00000010539,-0.0650385910261555,0.905330545998973,ZNF200,zinc finger protein 200
ENSG00000010610,-0.166319943425039,0.168220762630402,CD4,CD4 molecule
ENSG00000010626,-0.101801914563055,0.988671692380004,LRRC23,leucine rich repeat containing 23
ENSG00000010671,0.317088778601658,,BTK,Bruton tyrosine kinase
ENSG00000010704,-0.0461158784505955,0.785371214053404,HFE,homeostatic iron regulator
ENSG00000010803,0.051367904079177,0.957672030156095,SCMH1,Scm polycomb group protein homolog 1
ENSG00000010810,-0.0819204146984955,0.911429016554913,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
ENSG00000010818,0.0232543419560233,0.939347842755381,HIVEP2,HIVEP zinc finger 2
ENSG00000010932,-0.169574318898178,0.400732418177116,FMO1,flavin containing dimethylaniline monoxygenase 1
ENSG00000011007,0.0661609525974282,0.749602568910797,ELOA,elongin A
ENSG00000011009,-0.0042025005287081,0.999139438131387,LYPLA2,lysophospholipase 2
ENSG00000011021,0.147077307599729,0.703370175342373,CLCN6,chloride voltage-gated channel 6
ENSG00000011028,-0.018124639689965,0.469661258498992,MRC2,mannose receptor C type 2
ENSG00000011052,0.416725572570493,0.793858777971114,NME1-NME2,NME1-NME2 readthrough
ENSG00000011105,0.0899399176331999,0.743567479036319,TSPAN9,tetraspanin 9
ENSG00000011114,0.0107102585218991,0.996259989221562,BTBD7,BTB domain containing 7
ENSG00000011132,0.0702321675613723,0.334756482446492,APBA3,amyloid beta precursor protein binding family A member 3
ENSG00000011143,0.0092690111793428,0.99487286011743,MKS1,MKS transition zone complex subunit 1
ENSG00000011198,0.0102312007731056,0.969986910723893,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
ENSG00000011201,0.536369155664161,0.468564499247524,ANOS1,anosmin 1
ENSG00000011243,-0.113099017060252,0.766757110549427,AKAP8L,A-kinase anchoring protein 8 like
ENSG00000011258,0.00909422579772911,0.998919277892762,MBTD1,mbt domain containing 1
ENSG00000011260,-0.0550679990398501,0.403066104313135,UTP18,UTP18 small subunit processome component
ENSG00000011275,-0.0303849898682397,0.960858334177425,RNF216,ring finger protein 216
ENSG00000011295,0.0630944878544531,0.978145359699253,TTC19,tetratricopeptide repeat domain 19
ENSG00000011304,0.0171111072125875,0.918898660866744,PTBP1,polypyrimidine tract binding protein 1
ENSG00000011332,0.0822134477911989,0.960901458000234,DPF1,double PHD fingers 1
ENSG00000011347,0.0371352030119996,0.98648845261681,SYT7,synaptotagmin 7
ENSG00000011376,0.0805966229254259,0.868372201742734,LARS2,"leucyl-tRNA synthetase 2, mitochondrial"
ENSG00000011405,-0.0180378083711766,0.990722644913903,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
ENSG00000011422,0.0214146257050969,0.941169020841896,PLAUR,"plasminogen activator, urokinase receptor"
ENSG00000011426,0.0316409171189308,0.997840181132407,ANLN,"anillin, actin binding protein"
ENSG00000011451,0.0469244751178545,0.900942489881502,WIZ,WIZ zinc finger
ENSG00000011454,0.00944339886690585,0.993651881934829,RABGAP1,RAB GTPase activating protein 1
ENSG00000011465,-0.917254920354985,0.515966954349669,DCN,decorin
ENSG00000011478,0.316808338272573,0.125867107939478,QPCTL,glutaminyl-peptide cyclotransferase like
ENSG00000011485,-0.00315588526300542,0.999477617652323,PPP5C,protein phosphatase 5 catalytic subunit
ENSG00000011523,0.0687339044542255,0.951901220226473,CEP68,centrosomal protein 68
ENSG00000011566,-0.119967309867701,0.587233837990351,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3
ENSG00000011590,-0.285114180052618,0.484024606847384,ZBTB32,zinc finger and BTB domain containing 32
ENSG00000011638,-0.0654346384251536,0.975761525177672,LDAF1,lipid droplet assembly factor 1
ENSG00000011677,-0.636174047397393,0.711463953112341,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3
ENSG00000012048,0.0159471723052253,0.993973812291468,BRCA1,BRCA1 DNA repair associated
ENSG00000012061,0.092207969516346,0.837536618563427,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
ENSG00000012124,0.226117927120899,0.889340133911556,CD22,CD22 molecule
ENSG00000012171,-0.194398133129662,0.820917928998831,SEMA3B,semaphorin 3B
ENSG00000012174,0.0799164733859468,0.739070327026121,MBTPS2,"membrane bound transcription factor peptidase, site 2"
ENSG00000012211,-0.0424038081927791,0.683104751567414,PRICKLE3,prickle planar cell polarity protein 3
ENSG00000012232,-0.0747800609315085,0.728812883750257,EXTL3,exostosin like glycosyltransferase 3
ENSG00000012504,0.850884653956111,,NR1H4,nuclear receptor subfamily 1 group H member 4
ENSG00000012660,0.0452124837315547,0.916730676337005,ELOVL5,ELOVL fatty acid elongase 5
ENSG00000012779,-0.367433162843073,,ALOX5,arachidonate 5-lipoxygenase
