Gene_ID,randomSummary,randomP,randomCi.lb,randomCi.ub,Gene_Symbol,Gene_Description
ENSG00000000003,-0.134808410382484,0.229099935137114,-0.354500674575855,0.0848838538108876,TSPAN6,tetraspanin 6
ENSG00000000005,-0.467351814779301,0.245239069513457,-1.25564761540759,0.320943985848992,TNMD,tenomodulin
ENSG00000000419,0.0395631536630168,0.401359563615791,-0.0528376615316712,0.131963968857705,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
ENSG00000000457,-0.0415964865389606,0.662689250438712,-0.228499290274955,0.145306317197034,SCYL3,SCY1 like pseudokinase 3
ENSG00000000460,-0.0484001428665556,0.796193880819489,-0.415691429205249,0.318891143472138,FIRRM,FIGNL1 interacting regulator of recombination and mitosis
ENSG00000000971,-0.277674351457348,0.4085046380036,-0.936129629857951,0.380780926943256,CFH,complement factor H
ENSG00000001036,-0.15160611123458,0.265774295526911,-0.418617309471216,0.115405087002056,FUCA2,alpha-L-fucosidase 2
ENSG00000001084,0.0326087368079224,0.783529361512885,-0.20003301946959,0.265250493085435,GCLC,glutamate-cysteine ligase catalytic subunit
ENSG00000001167,0.117160008353543,0.059854655990068,-0.00486238636907926,0.239182403076166,NFYA,nuclear transcription factor Y subunit alpha
ENSG00000001460,-0.0336421722727529,0.619642213693835,-0.166484826441955,0.0992004818964495,STPG1,sperm tail PG-rich repeat containing 1
ENSG00000001461,-0.0955015057566891,0.104533803178309,-0.210812357863392,0.0198093463500142,NIPAL3,NIPA like domain containing 3
ENSG00000001497,0.0170315550428763,0.586589771966041,-0.0443553254271761,0.0784184355129287,LAS1L,LAS1 like ribosome biogenesis factor
ENSG00000001561,0.0886230248983791,0.210136465599887,-0.0499815744445139,0.227227624241272,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4
ENSG00000001617,0.0295534611831841,0.771176940265191,-0.169609533990281,0.228716456356649,SEMA3F,semaphorin 3F
ENSG00000001626,-0.0223090896603301,0.777715731256385,-0.17719915671137,0.13258097739071,CFTR,CF transmembrane conductance regulator
ENSG00000001629,0.0265576859857701,0.450444682913839,-0.0424152962043108,0.095530668175851,ANKIB1,ankyrin repeat and IBR domain containing 1
ENSG00000001630,0.142454584967227,0.0325821090338422,0.0118133402683716,0.273095829666082,CYP51A1,cytochrome P450 family 51 subfamily A member 1
ENSG00000001631,-0.0427702483012822,0.330124535546618,-0.12884820875603,0.0433077121534659,KRIT1,KRIT1 ankyrin repeat containing
ENSG00000002016,0.0883740633276634,0.222245452984036,-0.0535339804155384,0.230282107070865,RAD52,"RAD52 homolog, DNA repair protein"
ENSG00000002330,-0.037995155733006,0.414701959265433,-0.129295829616399,0.0533055181503864,BAD,BCL2 associated agonist of cell death
ENSG00000002549,0.100280613964848,0.569782746256158,-0.245525598658296,0.446086826587992,LAP3,leucine aminopeptidase 3
ENSG00000002586,0.116125637491064,0.730641240504715,-0.544984265403136,0.777235540385265,CD99,CD99 molecule (Xg blood group)
ENSG00000002587,0.102255380553454,0.532071282550113,-0.218489964386676,0.423000725493584,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
ENSG00000002726,,,,,AOC1,amine oxidase copper containing 1
ENSG00000002745,,,,,WNT16,Wnt family member 16
ENSG00000002746,0.0384792389048366,0.916930285211457,-0.684598593007718,0.761557070817391,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
ENSG00000002822,-0.00230648255978209,0.961351494350601,-0.0955966093190006,0.0909836441994364,MAD1L1,mitotic arrest deficient 1 like 1
ENSG00000002834,0.0236578682088848,0.582047192419443,-0.0605878312971867,0.107903567714956,LASP1,LIM and SH3 protein 1
ENSG00000002919,0.0248333630957342,0.540548258054831,-0.0546989237069261,0.104365649898394,SNX11,sorting nexin 11
ENSG00000002933,-0.0795971538142119,0.794678050422364,-0.679071053665877,0.519876746037454,TMEM176A,transmembrane protein 176A
ENSG00000003056,-0.00628512034293156,0.896231416360633,-0.100736001050189,0.0881657603643255,M6PR,"mannose-6-phosphate receptor, cation dependent"
ENSG00000003096,-0.0416322950572418,0.544152846687936,-0.176161119948659,0.0928965298341753,KLHL13,kelch like family member 13
ENSG00000003137,1.34228719100349,0.0570675821979016,-0.0403302434821753,2.72490462548916,CYP26B1,cytochrome P450 family 26 subfamily B member 1
ENSG00000003147,-0.0426210447625114,0.695583015764982,-0.256109120456437,0.170867030931414,ICA1,islet cell autoantigen 1
ENSG00000003249,-0.0100700314533583,0.964739205360422,-0.456533004632789,0.436392941726072,DBNDD1,dysbindin domain containing 1
ENSG00000003393,-0.00924899968187638,0.792220506349699,-0.0780635825670709,0.0595655832033182,ALS2,alsin Rho guanine nucleotide exchange factor ALS2
ENSG00000003400,0.116698097849354,0.172057212028385,-0.0507888361715923,0.2841850318703,CASP10,caspase 10
ENSG00000003402,-0.255113855951442,0.00237820141033096,-0.419677521243737,-0.0905501906591463,CFLAR,CASP8 and FADD like apoptosis regulator
ENSG00000003436,-0.34249490002677,0.00447484558491645,-0.578644832012143,-0.106344968041397,TFPI,tissue factor pathway inhibitor
ENSG00000003509,-0.0987979685185618,0.0287439895268526,-0.18734037250759,-0.0102555645295338,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7
ENSG00000003756,-0.06443564802144,0.296686470774232,-0.185454934128264,0.0565836380853835,RBM5,RNA binding motif protein 5
ENSG00000003987,-0.0298708178540654,0.59323417550257,-0.139475160160285,0.0797335244521547,MTMR7,myotubularin related protein 7
ENSG00000003989,0.0323813689277806,0.952729633036179,-1.03825030722307,1.10301304507864,SLC7A2,solute carrier family 7 member 2
ENSG00000004059,-0.0544003075191719,0.560363171527695,-0.237505662436827,0.128705047398483,ARF5,ADP ribosylation factor 5
ENSG00000004139,-0.00702846167112934,0.916406062027081,-0.138271657619886,0.124214734277628,SARM1,sterile alpha and TIR motif containing 1
ENSG00000004142,0.00107992040275912,0.972814427190152,-0.0610294826936418,0.06318932349916,POLDIP2,DNA polymerase delta interacting protein 2
ENSG00000004399,0.117806272387686,0.694939596262416,-0.470973132891279,0.706585677666651,PLXND1,plexin D1
ENSG00000004455,0.043785099614523,0.187284656204892,-0.021294282864429,0.108864482093475,AK2,adenylate kinase 2
ENSG00000004468,0.417061166267196,0.505749825697345,-0.811280717613173,1.64540305014756,CD38,CD38 molecule
ENSG00000004478,0.150313572915851,0.199437425175563,-0.0792837540404781,0.37991089987218,FKBP4,FKBP prolyl isomerase 4
ENSG00000004487,0.0269070804639238,0.369449222728588,-0.0318523441272749,0.0856665050551225,KDM1A,lysine demethylase 1A
ENSG00000004534,-0.0250477278975659,0.685070117321264,-0.146098460804528,0.096003005009396,RBM6,RNA binding motif protein 6
ENSG00000004660,0.0179619805380001,0.74595003709135,-0.0907002345118374,0.126624195587838,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1
ENSG00000004700,0.0692802450507642,0.0790737965531814,-0.00804331281578649,0.146603802917315,RECQL,RecQ like helicase
ENSG00000004766,-0.0582745186546443,0.120461167821149,-0.131827426503259,0.0152783891939703,VPS50,VPS50 subunit of EARP/GARPII complex
ENSG00000004776,,,,,HSPB6,heat shock protein family B (small) member 6
ENSG00000004777,-0.03736693319039,0.584582124060622,-0.171329455591003,0.0965955892102233,ARHGAP33,Rho GTPase activating protein 33
ENSG00000004779,0.0351964812575933,0.343219402985705,-0.0375848416703466,0.107977804185533,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1
ENSG00000004799,-0.697649684179379,0.360092725172007,-2.19173355994226,0.796434191583504,PDK4,pyruvate dehydrogenase kinase 4
ENSG00000004809,0.146859660219552,0.104575231325965,-0.0304834610532369,0.324202781492342,SLC22A16,solute carrier family 22 member 16
ENSG00000004838,-0.264231826480319,0.377496700702108,-0.851058168534475,0.322594515573836,ZMYND10,zinc finger MYND-type containing 10
ENSG00000004846,0.331589846994427,0.303802005824383,-0.300419410070499,0.963599104059354,ABCB5,ATP binding cassette subfamily B member 5
ENSG00000004848,-0.624489324559032,0.750041436375826,-4.46640791145549,3.21742926233743,ARX,aristaless related homeobox
ENSG00000004864,0.0289717816357694,0.827490145574201,-0.23159730058033,0.289540863851868,SLC25A13,solute carrier family 25 member 13
ENSG00000004866,-0.101369973558128,0.231285231311984,-0.267345259172712,0.0646053120564566,ST7,suppression of tumorigenicity 7
ENSG00000004897,0.014892311079061,0.677867129166323,-0.0553776061709824,0.0851622283291043,CDC27,cell division cycle 27
ENSG00000004939,0.168707410933908,0.334151613656984,-0.17366727742738,0.511082099295196,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
ENSG00000004948,,,,,CALCR,calcitonin receptor
ENSG00000004961,0.0334539270510255,0.365362955258642,-0.0389819684745052,0.105889822576556,HCCS,holocytochrome c synthase
ENSG00000004975,0.0159309647373302,0.80454378961807,-0.110241905914687,0.142103835389347,DVL2,dishevelled segment polarity protein 2
ENSG00000005007,0.0397538270642,0.173196983936413,-0.017453152330751,0.0969608064591511,UPF1,UPF1 RNA helicase and ATPase
ENSG00000005020,-0.36493064868902,0.00549156036582738,-0.62252189717204,-0.107339400206001,SKAP2,src kinase associated phosphoprotein 2
ENSG00000005022,-0.00664718563490957,0.858256074865464,-0.0795959094828614,0.0663015382130423,SLC25A5,solute carrier family 25 member 5
ENSG00000005059,-0.0525503676509078,0.577769765853108,-0.237581696602567,0.132480961300752,MCUB,mitochondrial calcium uniporter dominant negative subunit beta
ENSG00000005075,0.0296775676538739,0.699827333360043,-0.121188537507299,0.180543672815047,POLR2J,RNA polymerase II subunit J
ENSG00000005100,0.203328740636609,0.354747802331583,-0.227305215954115,0.633962697227333,DHX33,DEAH-box helicase 33
ENSG00000005102,,,,,MEOX1,mesenchyme homeobox 1
ENSG00000005108,-0.259461375461394,0.0185271658418307,-0.475407987593792,-0.0435147633289955,THSD7A,thrombospondin type 1 domain containing 7A
ENSG00000005156,-0.0251008100177455,0.516738848743055,-0.100977058635917,0.0507754386004258,LIG3,DNA ligase 3
ENSG00000005175,0.0109979543487818,0.733163406518252,-0.052229667113579,0.0742255758111425,RPAP3,RNA polymerase II associated protein 3
ENSG00000005187,0.100602590236949,0.34271778547943,-0.107213168825361,0.308418349299259,ACSM3,acyl-CoA synthetase medium chain family member 3
ENSG00000005189,0.132612446699483,0.0262757644526215,0.0156445953578929,0.249580298041073,REXO5,RNA exonuclease 5
ENSG00000005194,-0.0198838330421129,0.569979845817543,-0.0884859940736081,0.0487183279893823,CIAPIN1,cytokine induced apoptosis inhibitor 1
ENSG00000005206,-0.0482201227364864,0.357921703191102,-0.151022653656298,0.0545824081833256,SPPL2B,signal peptide peptidase like 2B
ENSG00000005238,-0.0266312566293409,0.561643988099832,-0.116562651415193,0.063300138156511,ATOSB,atos homolog B
ENSG00000005243,-0.35307986233486,0.0778433372103296,-0.745530677272678,0.0393709526029581,COPZ2,COPI coat complex subunit zeta 2
ENSG00000005249,-0.00201228389282818,0.99095516734453,-0.349922807502312,0.345898239716656,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta
ENSG00000005302,0.0182187553032693,0.590615856990666,-0.0481601211732076,0.0845976317797462,MSL3,MSL complex subunit 3
ENSG00000005339,0.0538981947595567,0.368217330399535,-0.0635017331895752,0.171298122708689,CREBBP,CREB binding protein
ENSG00000005379,-0.0754657347899164,0.435037202598842,-0.264948097713847,0.114016628134014,TSPOAP1,TSPO associated protein 1
ENSG00000005421,,,,,PON1,paraoxonase 1
ENSG00000005436,-0.0662642948954746,0.448675600412403,-0.237689020176744,0.105160430385795,GCFC2,GC-rich sequence DNA-binding factor 2
ENSG00000005448,-0.0752637345307989,0.208839903032568,-0.192640161186736,0.0421126921251381,WDR54,WD repeat domain 54
ENSG00000005469,-0.127719019685629,0.555370399334025,-0.552191012998685,0.296752973627428,CROT,carnitine O-octanoyltransferase
ENSG00000005471,0.0927677898664953,0.509737165188711,-0.183034033844899,0.36856961357789,ABCB4,ATP binding cassette subfamily B member 4
ENSG00000005483,-0.0246110938333084,0.84982068542185,-0.279364538634478,0.230142350967861,KMT2E,lysine methyltransferase 2E (inactive)
ENSG00000005486,-0.000617027347751769,0.991160997854525,-0.109781279288509,0.108547224593006,RHBDD2,rhomboid domain containing 2
ENSG00000005513,0.289419979059016,0.249067959419156,-0.202723672545359,0.781563630663391,SOX8,SRY-box transcription factor 8
ENSG00000005700,-0.0198305084797249,0.576442477728311,-0.0894113733674321,0.0497503564079824,IBTK,inhibitor of Bruton tyrosine kinase
ENSG00000005801,0.037400938831699,0.274870441781826,-0.0297329403760431,0.104534818039441,ZNF195,zinc finger protein 195
ENSG00000005810,-0.0547933032920417,0.191247462074825,-0.136967219573879,0.0273806129897961,MYCBP2,MYC binding protein 2
ENSG00000005812,0.0443019919777875,0.312429916518782,-0.0416569969353271,0.130260980890902,FBXL3,F-box and leucine rich repeat protein 3
ENSG00000005844,0.0419500415465453,0.794083610993402,-0.273057378422875,0.356957461515966,ITGAL,integrin subunit alpha L
ENSG00000005882,-0.122581319947216,0.0722416681648655,-0.25623509475947,0.0110724548650384,PDK2,pyruvate dehydrogenase kinase 2
ENSG00000005884,0.147765644382516,0.0831370692577645,-0.0193747277489193,0.314906016513951,ITGA3,integrin subunit alpha 3
ENSG00000005889,-0.148237736964702,0.453411880259008,-0.535760066699914,0.239284592770509,ZFX,zinc finger protein X-linked
ENSG00000005893,-0.0466033211743586,0.284649831063512,-0.13197399387017,0.0387673515214528,LAMP2,lysosomal associated membrane protein 2
ENSG00000005961,-0.0966519798926543,0.327781514830586,-0.290230469103524,0.096926509318215,ITGA2B,integrin subunit alpha 2b
ENSG00000005981,-0.0438007118418306,0.854006289096723,-0.510341777884246,0.422740354200585,ASB4,ankyrin repeat and SOCS box containing 4
ENSG00000006007,-0.0232771361186452,0.447236982401409,-0.0833042160529293,0.036749943815639,GDE1,glycerophosphodiester phosphodiesterase 1
ENSG00000006015,0.0228144422725308,0.675311275602594,-0.0839382603269486,0.12956714487201,REX1BD,required for excision 1-B domain containing
ENSG00000006016,0.0996675219768126,0.398641235177838,-0.131769783715422,0.331104827669047,CRLF1,cytokine receptor like factor 1
ENSG00000006025,-0.00630470310927682,0.919673508399607,-0.128839203548214,0.11622979732966,OSBPL7,oxysterol binding protein like 7
ENSG00000006042,-0.0513476287264514,0.343979217003171,-0.157694545606193,0.0549992881532899,TMEM98,transmembrane protein 98
ENSG00000006047,-0.110419377703844,0.241858158023827,-0.295335931405881,0.0744971759981921,YBX2,Y-box binding protein 2
ENSG00000006062,0.0025195922161296,0.960134893945954,-0.0962776164041939,0.101316800836453,MAP3K14,mitogen-activated protein kinase kinase kinase 14
ENSG00000006071,0.142941529026196,0.561560674363046,-0.339656599498115,0.625539657550507,ABCC8,ATP binding cassette subfamily C member 8
ENSG00000006116,,,,,CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3
ENSG00000006118,-0.0566161446704801,0.270987687267355,-0.157421490856357,0.0441892015153968,TMEM132A,transmembrane protein 132A
ENSG00000006125,0.101104770312803,0.497690984362994,-0.191114270693786,0.393323811319393,AP2B1,adaptor related protein complex 2 subunit beta 1
ENSG00000006128,0.39762221177885,0.0233932305636314,0.0538453597713928,0.741399063786308,TAC1,tachykinin precursor 1
ENSG00000006194,0.00483294481201,0.961138661262661,-0.189573391099639,0.199239280723659,ZNF263,zinc finger protein 263
ENSG00000006210,0.0607103293594119,0.55156181115098,-0.139131421525295,0.260552080244119,CX3CL1,C-X3-C motif chemokine ligand 1
ENSG00000006282,-0.002704832709562,0.965462930436094,-0.125140341133309,0.119730675714185,SPATA20,spermatogenesis associated 20
ENSG00000006283,-0.371433942422286,0.284570473324144,-1.05173612622502,0.308868241380449,CACNA1G,calcium voltage-gated channel subunit alpha1 G
ENSG00000006327,0.117099897217975,0.693973552808493,-0.466203809824032,0.700403604259982,TNFRSF12A,TNF receptor superfamily member 12A
ENSG00000006377,,,,,DLX6,distal-less homeobox 6
ENSG00000006432,0.0277144243076879,0.603552945525114,-0.0768869281827211,0.132315776798097,MAP3K9,mitogen-activated protein kinase kinase kinase 9
ENSG00000006451,0.0874764569292591,0.00647932708196127,0.0245006094388899,0.150452304419628,RALA,RAS like proto-oncogene A
ENSG00000006453,0.090290151570462,0.164113474473622,-0.0368978261201726,0.217478129261097,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1
ENSG00000006459,0.0437417975610984,0.555529518031589,-0.101691840814101,0.189175435936297,KDM7A,lysine demethylase 7A
ENSG00000006468,-0.0279431834913211,0.747286220123957,-0.197913002290022,0.14202663530738,ETV1,ETS variant transcription factor 1
ENSG00000006530,0.0355860720607118,0.307088592416764,-0.0327033605211151,0.103875504642539,AGK,acylglycerol kinase
ENSG00000006534,-0.134281008651327,0.147013344535316,-0.315768275483586,0.0472062581809322,ALDH3B1,aldehyde dehydrogenase 3 family member B1
ENSG00000006555,0.0440775098054805,0.651044295269545,-0.146919740863616,0.235074760474577,TTC22,tetratricopeptide repeat domain 22
ENSG00000006576,0.0486182598982577,0.31601270688008,-0.0464165779346698,0.143653097731185,PHTF2,putative homeodomain transcription factor 2
ENSG00000006607,0.0793903963965589,0.214064811489737,-0.0458463208688338,0.204627113661952,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
ENSG00000006611,,,,,USH1C,USH1 protein network component harmonin
ENSG00000006625,0.0131671878735908,0.623940413400636,-0.0394712206061972,0.0658055963533788,GGCT,gamma-glutamylcyclotransferase
ENSG00000006634,0.0594597753179505,0.292411523811849,-0.0512297319277809,0.170149282563682,DBF4,DBF4-CDC7 kinase regulatory subunit
ENSG00000006638,-0.0089893659265101,0.920564299539187,-0.185667230259734,0.167688498406714,TBXA2R,thromboxane A2 receptor
ENSG00000006652,-0.02807121322797,0.532330463073664,-0.116178103506449,0.0600356770505086,IFRD1,interferon related developmental regulator 1
ENSG00000006659,,,,,LGALS14,galectin 14
ENSG00000006695,0.0871254367037433,0.217594530264115,-0.0513739017024735,0.22562477510996,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
ENSG00000006704,-0.0612458737360719,0.669877058923015,-0.342819864305286,0.220328116833142,GTF2IRD1,GTF2I repeat domain containing 1
ENSG00000006712,0.024493197629901,0.702194080284298,-0.101057954650886,0.150044349910688,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component"
ENSG00000006715,-0.0357761018639562,0.312865316095003,-0.105254825530423,0.0337026218025103,VPS41,VPS41 subunit of HOPS complex
ENSG00000006740,-0.130917843850627,0.00755327614868147,-0.226969748451577,-0.0348659392496762,ARHGAP44,Rho GTPase activating protein 44
ENSG00000006744,-0.0254429999230526,0.520743018055144,-0.103093772012389,0.052207772166284,ELAC2,elaC ribonuclease Z 2
ENSG00000006747,-0.0250256429138537,0.757366462539216,-0.183791783438461,0.133740497610754,SCIN,scinderin
ENSG00000006756,-0.131914186535076,0.0212058846121091,-0.244116246146905,-0.019712126923247,ARSD,arylsulfatase D
ENSG00000006757,-0.0358083360813671,0.713307128121852,-0.226825157820801,0.155208485658067,PNPLA4,patatin like phospholipase domain containing 4
ENSG00000006831,0.0780842219428115,0.134196868130069,-0.0240968716452396,0.180265315530863,ADIPOR2,adiponectin receptor 2
ENSG00000006837,-0.00964659131876309,0.87470005594807,-0.129545225567831,0.110252042930305,CDKL3,cyclin dependent kinase like 3
ENSG00000007001,,,,,UPP2,uridine phosphorylase 2
ENSG00000007047,0.00708262446896566,0.871363823340907,-0.0786457682078331,0.0928110171457644,MARK4,microtubule affinity regulating kinase 4
ENSG00000007062,-0.0282321455922932,0.732166474706708,-0.189911580747678,0.133447289563092,PROM1,prominin 1
ENSG00000007080,0.0969680453778998,0.0132333239284291,0.0202538465252829,0.173682244230517,CCDC124,coiled-coil domain containing 124
ENSG00000007168,-0.0192481862010392,0.614520666767343,-0.094155703298119,0.0556593308960406,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1
ENSG00000007171,0.0711381421564929,0.799924982458812,-0.478995581238358,0.621271865551344,NOS2,nitric oxide synthase 2
ENSG00000007174,-0.301744535026944,0.18583814231254,-0.748768070346188,0.145279000292301,DNAH9,dynein axonemal heavy chain 9
ENSG00000007202,0.0188625114663072,0.57361639901903,-0.0468343877347539,0.0845594106673684,BLTP2,bridge-like lipid transfer protein family member 2
ENSG00000007237,0.129560453764601,0.250926710966281,-0.0916167224798626,0.350737630009066,GAS7,growth arrest specific 7
ENSG00000007255,-0.11318851526738,0.0998772357192418,-0.248012142674254,0.0216351121394946,TRAPPC6A,trafficking protein particle complex subunit 6A
ENSG00000007264,-0.0886640044691833,0.761740604785969,-0.661819113447885,0.484491104509518,MATK,megakaryocyte-associated tyrosine kinase
ENSG00000007314,,,,,SCN4A,sodium voltage-gated channel alpha subunit 4
ENSG00000007341,-0.1018478308115,0.00441416358257264,-0.171964537646197,-0.0317311239768019,ST7L,suppression of tumorigenicity 7 like
ENSG00000007350,0.846919510266164,0.417269478539823,-1.19942937433687,2.8932683948692,TKTL1,transketolase like 1
ENSG00000007372,0.341698236770415,0.0747286169397567,-0.0340979059912659,0.717494379532096,PAX6,paired box 6
ENSG00000007376,-0.0165304095539975,0.735798863833836,-0.112549682723698,0.0794888636157032,RPUSD1,RNA pseudouridine synthase domain containing 1
ENSG00000007384,0.0179829853450363,0.818624617374955,-0.135718720902015,0.171684691592087,RHBDF1,rhomboid 5 homolog 1
ENSG00000007392,0.00457481952352596,0.923608363769385,-0.0889336982407115,0.0980833372877635,LUC7L,LUC7 like
ENSG00000007402,-0.306108042469051,0.30609137889171,-0.892317517166867,0.280101432228766,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
ENSG00000007516,-0.100652444325853,0.392520393850008,-0.331368641717266,0.13006375306556,BAIAP3,BAI1 associated protein 3
ENSG00000007520,-0.0918664718155456,0.0833564890445889,-0.195852261943817,0.0121193183127256,TSR3,TSR3 ribosome maturation factor
ENSG00000007541,-0.143010263653,0.0218959638862616,-0.265294055282701,-0.0207264720232988,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q
ENSG00000007545,0.0163050581891227,0.669510088313557,-0.0585679347988615,0.0911780511771069,CRAMP1,cramped chromatin regulator homolog 1
ENSG00000007866,0.097314918510933,0.211771558033477,-0.0554298346964673,0.250059671718333,TEAD3,TEA domain transcription factor 3
ENSG00000007923,0.0172490075655312,0.560733945347356,-0.0408641597545885,0.0753621748856509,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11
ENSG00000007933,0.350316147108806,0.428091539562781,-0.516106883129216,1.21673917734683,FMO3,flavin containing dimethylaniline monoxygenase 3
ENSG00000007944,-0.0817763617138642,0.365552721173666,-0.258912187822824,0.0953594643950959,MYLIP,myosin regulatory light chain interacting protein
ENSG00000007952,,,,,NOX1,NADPH oxidase 1
ENSG00000007968,0.0868036927880974,0.276668377415467,-0.0695915887610051,0.2431989743372,E2F2,E2F transcription factor 2
ENSG00000008018,0.0200709313419014,0.829431858941693,-0.162532467508842,0.202674330192645,PSMB1,proteasome 20S subunit beta 1
ENSG00000008056,-0.0349220069168074,0.652724819235893,-0.187030693664845,0.117186679831231,SYN1,synapsin I
ENSG00000008083,0.03677295731544,0.565183100408072,-0.0885376926425501,0.16208360727343,JARID2,jumonji and AT-rich interaction domain containing 2
ENSG00000008086,-0.0389478442047788,0.491759336864349,-0.149980422699177,0.0720847342896193,CDKL5,cyclin dependent kinase like 5
ENSG00000008118,-0.140992365269939,0.321197924659972,-0.419561101172052,0.137576370632174,CAMK1G,calcium/calmodulin dependent protein kinase IG
ENSG00000008128,0.248806634201832,0.346634279471308,-0.269344985329285,0.766958253732949,CDK11A,cyclin dependent kinase 11A
ENSG00000008130,-0.0148122517459364,0.737268846851357,-0.101351382150297,0.0717268786584243,NADK,NAD kinase
ENSG00000008196,-0.220265829309296,0.734323571583976,-1.49233030495461,1.05179864633602,TFAP2B,transcription factor AP-2 beta
ENSG00000008226,-0.12872538709688,0.26829042943601,-0.356634400825418,0.0991836266316574,DLEC1,DLEC1 cilia and flagella associated protein
ENSG00000008256,0.0177851857735649,0.740097823969595,-0.0872971841875924,0.122867555734722,CYTH3,cytohesin 3
ENSG00000008277,-0.00794479119604185,0.91587834398245,-0.155364603065107,0.139475020673023,ADAM22,ADAM metallopeptidase domain 22
ENSG00000008282,0.223693503578946,0.264448554043443,-0.169187731779135,0.616574738937026,SYPL1,synaptophysin like 1
ENSG00000008283,-0.235456476395596,0.382853406600532,-0.764289062098286,0.293376109307095,CYB561,cytochrome b561
ENSG00000008294,-0.0676539059262658,0.141560753402335,-0.157857229585807,0.0225494177332751,SPAG9,sperm associated antigen 9
ENSG00000008300,0.0867708145710988,0.686525856760488,-0.334632905008937,0.508174534151134,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
ENSG00000008311,-0.209272944562693,0.0064991164695688,-0.359988027375338,-0.0585578617500473,AASS,aminoadipate-semialdehyde synthase
ENSG00000008323,0.0860234571344704,0.773443592988404,-0.499660509716783,0.671707423985724,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6
ENSG00000008324,0.056186994569778,0.141802975475232,-0.0187730092292787,0.131146998368835,SS18L2,SS18 like 2
ENSG00000008382,0.0471130739682612,0.675435794263097,-0.173426807664808,0.267652955601331,MPND,MPN domain containing
ENSG00000008394,0.0398104826418005,0.879410448943909,-0.474484607523653,0.554105572807254,MGST1,microsomal glutathione S-transferase 1
ENSG00000008405,0.0213183053709948,0.767630514637238,-0.120091330332668,0.162727941074657,CRY1,cryptochrome circadian regulator 1
ENSG00000008438,,,,,PGLYRP1,peptidoglycan recognition protein 1
ENSG00000008441,0.447664764983962,0.0268149422168219,0.0514013985697985,0.843928131398126,NFIX,nuclear factor I X
ENSG00000008513,-0.354034784605963,0.371308507883016,-1.13018244984784,0.422112880635914,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
ENSG00000008516,,,,,MMP25,matrix metallopeptidase 25
ENSG00000008517,0.198156833403763,0.325220353719759,-0.196624087655838,0.592937754463363,IL32,interleukin 32
ENSG00000008710,-0.0197276550615114,0.780481710630978,-0.158467142682282,0.11901183255926,PKD1,"polycystin 1, transient receptor potential channel interacting"
ENSG00000008735,0.0165640781422323,0.851168942995927,-0.15646523507763,0.189593391362095,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2
ENSG00000008838,0.0109007974985613,0.725994570581164,-0.0500626708805491,0.0718642658776716,MED24,mediator complex subunit 24
ENSG00000008853,0.0261416132828469,0.816328457399592,-0.194449344973203,0.246732571538897,RHOBTB2,Rho related BTB domain containing 2
ENSG00000008869,-0.00966755512198668,0.82219697433052,-0.0939860213085635,0.0746509110645901,HEATR5B,HEAT repeat containing 5B
ENSG00000008952,0.00840750365241949,0.837940560246905,-0.0721602813227542,0.0889752886275932,SEC62,"SEC62 homolog, preprotein translocation factor"
ENSG00000008988,0.049405006223515,0.498993703580509,-0.0938219806974642,0.192631993144494,RPS20,ribosomal protein S20
ENSG00000009307,0.0152382514968076,0.655602908149458,-0.0517280019670146,0.0822045049606298,CSDE1,cold shock domain containing E1
ENSG00000009335,0.0155998858772502,0.668684396273487,-0.0558451605581734,0.0870449323126738,UBE3C,ubiquitin protein ligase E3C
ENSG00000009413,0.0986373051276683,0.0507295958406245,-0.000313208957305716,0.197587819212642,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit"
ENSG00000009694,-0.380878303575276,0.41355639407702,-1.29386880022609,0.532112193075536,TENM1,teneurin transmembrane protein 1
ENSG00000009709,1.1919153139988,0.242916581067244,-0.808646029418214,3.19247665741581,PAX7,paired box 7
ENSG00000009724,-0.0762802173675159,0.309023608361515,-0.223248129037828,0.0706876943027957,MASP2,MBL associated serine protease 2
